file	coverage	spikiness	evenness.mean	evenness.med
blm-1-single-c10-w11_.trimmed.mdup.bam	0.00271325094631338	0.272746553552492	0.294857205392057	0.294150516539615
blm-1-single-c10-w15_.trimmed.mdup.bam	0.0102885007652501	0.191639085189492	0.219583145840823	0.21936524400114
blm-1-single-c10-w19_.trimmed.mdup.bam	0.0117498134202353	0.192692356064459	0.218817152113971	0.218528676158049
blm-1-single-c10-w30_.trimmed.mdup.bam	0.00748721459010822	0.22061893548441	0.226290578141448	0.226212461998755
blm-1-single-c10-w31_.trimmed.mdup.bam	0.0160785220515563	0.217775775155594	0.237437728612016	0.23702403180217
blm-1-single-c10-w33_.trimmed.mdup.bam	0.00992597318372869	0.21643259853718	0.183390475399399	0.178161454386996
blm-1-single-c10-w34_.trimmed.mdup.bam	0.0125446127624224	0.19372965258886	0.228853338221171	0.228718039139088
blm-1-single-c10-w37_.trimmed.mdup.bam	0.00628653773617417	0.238835117123437	0.237735409232502	0.237681106539798
blm-1-single-c10-w38_.trimmed.mdup.bam	0.00652145798183696	0.227523465703971	0.235924293573246	0.235444119274474
blm-1-single-c10-w41_.trimmed.mdup.bam	0.0138615978058701	0.177373773815046	0.216734692062862	0.216637438973887
blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam	0.00809822819279383	0.257713814690222	0.252206944234052	0.250266719674578
blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam	0.0072522619640289	0.258240629543012	0.254632746270766	0.253143056063452
blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam	0.00697511344576879	0.276099836556797	0.258541661734327	0.255885695329219
blm-1-single-c5-w19-3d6_S119_.trimmed.mdup.bam	0.00882748212444692	0.250822562507809	0.251671582916939	0.250146106367396
blm-1-single-c5-w21-3d6_S121_.trimmed.mdup.bam	0.00885385403087814	0.246952217580892	0.252382850009362	0.25089326760844
blm-1-single-c5-w22-3d6_S122_.trimmed.mdup.bam	0.0087282869850645	0.269231031310688	0.25669553259127	0.25578438916728
blm-1-single-c5-w24-3d6_S124_.trimmed.mdup.bam	0.00397635368145378	0.305615069379538	0.256079661704648	0.255075435475122
blm-1-single-c5-w26-3d6_S126_.trimmed.mdup.bam	0.00586810827976702	0.296558232035229	0.258402856493146	0.25674532725903
blm-1-single-c5-w30-3d6_S130_.trimmed.mdup.bam	0.00608561336601242	0.336990851404929	0.259814548335853	0.252729817141614
blm-1-single-c5-w31-3d6_S131_.trimmed.mdup.bam	0.00857420606826679	0.261429224225808	0.251290498186592	0.249488429578897
blm-1-single-c5-w34-3d6_S134_.trimmed.mdup.bam	0.00886957407549068	0.256531083026085	0.256461937167355	0.254844326019853
blm-1-single-c5-w36-3d6_S136_.trimmed.mdup.bam	0.0154580400912758	0.211362721454934	0.247631905262772	0.247232482018125
blm-1-single-c5-w41-3d6_S141_.trimmed.mdup.bam	0.00345890232089261	0.319269226420276	0.259009369181604	0.256039000293099
blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam	0.0114868870285195	0.22845331403792	0.251841127624862	0.251216962769574
blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam	0.00833458969079597	0.25577914632723	0.25114252409584	0.249558919883076
blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam	0.00932171866918764	0.24698475123816	0.252879315658981	0.252010509907242
blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam	0.00355312059025577	0.318349323336934	0.258572450049015	0.256287479959273
blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam	0.00530151057061887	0.290441740655486	0.25616754000687	0.253804099441674
blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam	0.00601785863965924	0.288199563602052	0.256368014562889	0.254448327883399
blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam	0.0236332546671729	0.189360891975948	0.239718141782319	0.239439164370259
blm-1-single-c9-w15_.trimmed.mdup.bam	0.007970077513546	0.225534540915434	0.230540974203825	0.23014642123887
blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam	0.00661473171445021	0.27690491582113	0.255262064471441	0.252915347426209
blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam	0.00583687283477437	0.275534952261075	0.253089957589896	0.251153732665286
blm-1-single-c9-w31_.trimmed.mdup.bam	0.00523568798371949	0.246370504279513	0.237021397163879	0.236908363820952
blm-1-single-c9-w33_.trimmed.mdup.bam	0.00747254399479513	0.219533068087981	0.233252348817159	0.232262401189992
blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam	0.00529611534561817	0.291101293783528	0.256556385845946	0.253867782102437
blm-1-single-c9-w40_.trimmed.mdup.bam	0.0107501635823834	0.194276465751429	0.230275074534278	0.228971577832013
blm-1-single-c9-w42_.trimmed.mdup.bam	0.00971766186914605	0.183492440452397	0.214515295138468	0.211860056125044
blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam	0.00408666631304446	0.275290304434593	0.242202398911093	0.241923886990565
blm-1-single-c9-w44_.trimmed.mdup.bam	0.00541530765883135	0.238114791963947	0.238964792735154	0.237760922596862
blm-1-single-c9-w46-3d6_S342_.trimmed.mdup.bam	0.00424854572935705	0.300048889417423	0.25830856717562	0.256528643264847
blm-1-single-c9-w6-3d6_S302_.trimmed.mdup.bam	0.00563030520562137	0.312637046814127	0.259335033917065	0.258120235290323
blm-1-single-f5-r1-c1_S1_.trimmed.mdup.bam	0.0569450174514433	0.113412418822648	0.194611829067151	0.19400196854966
blm-1-single-f5-r1-c2_S2_.trimmed.mdup.bam	0.0478878428995809	0.115774607363453	0.194024192410199	0.193602817238822
blm-1-single-f5-r1-c3_S3_.trimmed.mdup.bam	0.0288642740424385	0.133099662056056	0.201381363161533	0.200902921332764
blm-1-single-f5-r2-c1_S8_.trimmed.mdup.bam	0.0307766164333798	0.228014922424526	0.229508423427613	0.219809350327026
blm-1-single-f5-r3-c1_S15_.trimmed.mdup.bam	0.0165468762817636	0.260143332372158	0.247530492193314	0.233516824568735
blm-1-single-f5-r4-c6_S27_.trimmed.mdup.bam	0.00695344317581639	0.247140064888033	0.244515832111706	0.244209657080478
blm-1-single-f5-r4-c7_S28_.trimmed.mdup.bam	0.00564808885417878	0.253676887166587	0.237026089828152	0.236706300961117
blm-1-single-f5-r5-c2_S30_.trimmed.mdup.bam	0.00361464305784119	0.28878434201036	0.244024272548774	0.243417991136934
blm-1-single-f5-r5-c3_S31_.trimmed.mdup.bam	0.00513415756869759	0.260542307338183	0.245449659099469	0.245245463505495
blm-1-single-f5-r6-c1_S36_.trimmed.mdup.bam	0.00948745977397451	0.228899677574769	0.245295186375033	0.245217994179813
blm-1-single-f5-r6-c4_S39_.trimmed.mdup.bam	0.00659173384742045	0.29157124774135	0.254039436224726	0.252775882329503
blm-1-single-f5-r6-c5_S40_.trimmed.mdup.bam	0.0116845400052001	0.207285970106058	0.23689527403901	0.235098236449217
blm-1-single-f6-r1-c1_S50_.trimmed.mdup.bam	0.0271171404222364	0.128991328671329	0.199236508724371	0.194871672236002
blm-1-single-f6-r2-c1_S57_.trimmed.mdup.bam	0.0129079181215486	0.235910679021723	0.266143642279896	0.240938267579849
blm-1-single-f6-r6-c4_S88_.trimmed.mdup.bam	0.0126866575545951	0.163964074695135	0.217806345327293	0.216224445770251
blm-1-single-f7-r1-c1_S99_.trimmed.mdup.bam	0.0249412528498195	0.130896798742016	0.201417647757329	0.197466713884358
blm-1-single-f7-r2-c6_S111_.trimmed.mdup.bam	0.0076249751293711	0.208002263456959	0.226703738029352	0.225684488222103
blm-1-single-f7-r4-c3_S122_.trimmed.mdup.bam	0.0200483261461604	0.134975255404741	0.198803076839224	0.197230013902141
blm-1-single-f7-r4-c4_S123_.trimmed.mdup.bam	0.00679677862558447	0.245884286470375	0.237463239804307	0.237450440226316
blm-1-single-f7-r5-c2_S128_.trimmed.mdup.bam	0.0134308569912976	0.156459457293385	0.202861606755372	0.200353595455661
blm-1-single-f7-r5-c5_S131_.trimmed.mdup.bam	0.0175209957802097	0.180600243160278	0.216444085271885	0.211410995032548
blm-1-single-f7-r5-c7_S133_.trimmed.mdup.bam	0.0175173617260636	0.291516563001323	0.269821304969669	0.250128056104988
blm-1-single-f7-r6-c2_S135_.trimmed.mdup.bam	0.0104621533772055	0.185334387666789	0.207022607925585	0.206950302075435
blm-1-single-f7-r6-c3_S136_.trimmed.mdup.bam	0.0328736424727727	0.125016362631072	0.190802100998263	0.187829314984614
blm-1-single-f7-r6-c4_S137_.trimmed.mdup.bam	0.0166233756634024	0.145975513740429	0.205129695475191	0.203253045242582
blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam	0.0148105340829754	0.240685655243115	0.248601634662109	0.236520986308017
blm-recq5-1-single-c11-w1-3d6_S395_.trimmed.mdup.bam	0.00246114576599465	0.323259907917306	0.251397439867354	0.250769593179294
blm-recq5-1-single-c11-w11-3d6_S405_.trimmed.mdup.bam	0.0118803188033725	0.182308974146584	0.224522709797708	0.224367785608576
blm-recq5-1-single-c11-w18-3d6_S412_.trimmed.mdup.bam	0.0126113620768426	0.211954088005845	0.225205790112963	0.223997895517411
blm-recq5-1-single-c11-w22-3d6_S416_.trimmed.mdup.bam	0.00254973858559564	0.352262076217909	0.251694327018424	0.250930331819768
blm-recq5-1-single-c11-w33-3d6_S427_.trimmed.mdup.bam	0.00352652817318804	0.281002905994458	0.241690972598621	0.241246624911997
blm-recq5-1-single-c3-w11-3d6_S56_.trimmed.mdup.bam	0.00153272248275525	0.377852888026237	0.251176696800974	0.250890279054423
blm-recq5-1-single-c3-w19-3d6_S60_.trimmed.mdup.bam	0.00411901013969462	0.265062346318509	0.237998541449755	0.237956240830056
blm-recq5-1-single-c7-w14-3d6_S212_.trimmed.mdup.bam	0.010075145553186	0.199979166552448	0.230399337449987	0.23039721956087
blm-recq5-1-single-c7-w28-3d6_S226_.trimmed.mdup.bam	0.00280404239619614	0.318404896168133	0.252689207674075	0.251892099850366
blm-recq5-1-single-c7-w34-3d6_S232_.trimmed.mdup.bam	0.00439753288283187	0.258793969849246	0.234400607866541	0.234234503925147
blm-recq5-1-single-f13-r1-c1_S393_.trimmed.mdup.bam	0.0381184575244969	0.221286911374525	0.224689526134387	0.22187603132849
blm-recq5-1-single-f13-r1-c2_S394_.trimmed.mdup.bam	0.0376170250797928	0.119693695216478	0.188430089147245	0.186694088936602
blm-recq5-1-single-f13-r3-c1_S407_.trimmed.mdup.bam	0.0133448018249393	0.335785679043784	0.272021916159604	0.263466966597222
blm-recq5-1-single-f13-r7-c1_S435_.trimmed.mdup.bam	0.0394962034481335	0.138778291444106	0.196705664942036	0.195168829777774
blm-recq5-1-single-f13-r7-c4_S438_.trimmed.mdup.bam	0.0276071555320753	0.198284041257935	0.246215062967791	0.246205775783213
blm-recq5-1-single-f14-r1-c1_S442_.trimmed.mdup.bam	0.0276068009665144	0.12814673490607	0.198693691080444	0.193226843593555
blm-recq5-1-single-f14-r1-c2_S443_.trimmed.mdup.bam	0.0226493397689251	0.293050221934068	0.272283283298257	0.250924273181984
blm-recq5-1-single-f14-r1-c4_S445_.trimmed.mdup.bam	0.02734465753327	0.132200827089758	0.203980237287375	0.199674501513848
blm-recq5-1-single-f14-r1-c7_S448_.trimmed.mdup.bam	0.0246664681019654	0.224465504135316	0.233117137314521	0.224807981257571
blm-recq5-1-single-f14-r2-c4_S452_.trimmed.mdup.bam	0.0165668919124318	0.336314770443783	0.276468659695568	0.262488184339161
blm-recq5-1-single-f14-r2-c6_S454_.trimmed.mdup.bam	0.0283947139655199	0.136820482145809	0.207806974762454	0.205333698638732
blm-recq5-1-single-f14-r3-c4_S459_.trimmed.mdup.bam	0.0112690121579174	0.162817551963049	0.206085202487323	0.205430711774235
blm-recq5-1-single-f14-r3-c6_S461_.trimmed.mdup.bam	0.0262927149417578	0.148487687226554	0.203322325131118	0.201182624335058
blm-recq5-1-single-f14-r3-c7_S462_.trimmed.mdup.bam	0.0146696242244017	0.279524749606071	0.240008474945436	0.229412488044015
blm-recq5-1-single-f14-r4-c4_S466_.trimmed.mdup.bam	0.0325007353487356	0.125742912562384	0.194728787336562	0.193635659282609
blm-recq5-1-single-f14-r4-c5_S467_.trimmed.mdup.bam	0.0222150694889518	0.286147919991462	0.27392234374984	0.255193393469502
blm-recq5-1-single-f14-r4-c6_S468_.trimmed.mdup.bam	0.0192290096478005	0.19584827675164	0.2198389185121	0.215839829248496
blm-recq5-1-single-f14-r4-c7_S469_.trimmed.mdup.bam	0.0123939531604342	0.160542497167421	0.206021457531248	0.205209624100878
blm-recq5-1-single-f14-r5-c3_S472_.trimmed.mdup.bam	0.030537111768346	0.274072595910862	0.256647391122146	0.242908057398908
blm-recq5-1-single-f14-r5-c6_S475_.trimmed.mdup.bam	0.00820720416079053	0.212834204299579	0.220358660125336	0.218117138109289
blm-recq5-1-single-f14-r6-c1_S477_.trimmed.mdup.bam	0.0252782653107308	0.134657822302783	0.199824009579969	0.198796929058396
blm-recq5-1-single-f14-r6-c3_S479_.trimmed.mdup.bam	0.0301498225585069	0.235041894864953	0.223120931508177	0.2197394993222
blm-recq5-1-single-f14-r6-c4_S480_.trimmed.mdup.bam	0.0104820459622909	0.24271388670987	0.235892366472162	0.227181215385314
blm-recq5-1-single-f14-r6-c5_S481_.trimmed.mdup.bam	0.0212225430189303	0.220793162219226	0.226100942519472	0.215794352930987
blm-recq5-1-single-f14-r6-c6_S482_.trimmed.mdup.bam	0.00652325218071638	0.289161104608863	0.237729426606109	0.233357315742993
blm-recq5-1-single-f14-r6-c7_S483_.trimmed.mdup.bam	0.0266957928426924	0.133164362359638	0.204150697256037	0.20023546438009
blm-recq5-1-single-f14-r7-c1_S484_.trimmed.mdup.bam	0.0322628940656984	0.202739559552434	0.222487719277767	0.220000825151505
blm-recq5-1-single-f14-r7-c2_S485_.trimmed.mdup.bam	0.0233679256485513	0.280577871907427	0.263601040309091	0.24479178507311
blm-recq5-1-single-f14-r7-c3_S486_.trimmed.mdup.bam	0.0163883171533611	0.154157431715446	0.208098554714263	0.206295000468229
blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam	0.0357524891358028	0.122252654118634	0.192741352099148	0.191180788475932
blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam	0.0293676875210254	0.176827214550354	0.230366868617068	0.215004607126131
blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam	0.0198078141263687	0.136649509299293	0.195879771640165	0.195480963177551
blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam	0.0137252927663298	0.153194339519778	0.202415239777952	0.201674312244801
blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam	0.0140767585499594	0.293629907625651	0.266089462276559	0.246647557889807
blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam	0.0191290694350339	0.141131481273198	0.201292461582931	0.201241500615747
blm-recq5-1-single-f15-r2-c2_S499_.trimmed.mdup.bam	0.00706338634685456	0.199258951299388	0.215123206065433	0.214493934364526
blm-recq5-1-single-f15-r3-c2_S506_.trimmed.mdup.bam	0.0105630015368513	0.242547828848138	0.230761440106125	0.222764075036278
blm-recq5-1-single-f15-r3-c6_S510_.trimmed.mdup.bam	0.0193262791238124	0.142937650211332	0.210470260833389	0.209296675645392
blm-recq5-1-single-f15-r4-c1_S512_.trimmed.mdup.bam	0.0113864462145135	0.204406884487748	0.214373604231415	0.21164839537185
blm-recq5-1-single-f15-r4-c5_S516_.trimmed.mdup.bam	0.0182060361959286	0.232079486907415	0.237383647297701	0.22363551974765
blm-recq5-1-single-f15-r4-c6_S517_.trimmed.mdup.bam	0.0135800798742046	0.28291209837582	0.251506174630337	0.237915577717058
blm-recq5-1-single-f15-r5-c2_S520_.trimmed.mdup.bam	0.00813452858253868	0.18943790783486	0.209713378869427	0.209447013685151
blm-recq5-1-single-f15-r5-c4_S522_.trimmed.mdup.bam	0.0249187439270792	0.184389866427485	0.216656367759984	0.210895349938862
blm-recq5-1-single-f15-r5-c5_S523_.trimmed.mdup.bam	0.0150056303019676	0.232565714933152	0.231973469749345	0.224105416786089
blm-recq5-1-single-f15-r6-c1_S526_.trimmed.mdup.bam	0.0175871049337953	0.164733987564157	0.203974239845041	0.203285541080915
blm-recq5-1-single-f15-r6-c2_S527_.trimmed.mdup.bam	0.019035163312886	0.247463627091389	0.2404846714934	0.227299315940228
blm-recq5-1-single-f15-r6-c3_S528_.trimmed.mdup.bam	0.0239935671044002	0.140496017296828	0.200778440161191	0.200739212328266
blm-recq5-1-single-f15-r6-c4_S529_.trimmed.mdup.bam	0.00751729632086024	0.194957164708384	0.213646286068357	0.21313376062321
blm-recq5-1-single-f15-r7-c1_S533_.trimmed.mdup.bam	0.0240471748267754	0.136925038830839	0.195087396942094	0.193205587579992
blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam	0.0136170230152174	0.226668814863426	0.225678578830487	0.219880702783071
blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam	0.0201750783152187	0.15878032411678	0.21048162217719	0.209449835949041
blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam	0.00420569996221668	0.278576111183952	0.243331994641246	0.243324299292939
blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam	0.00684103650268931	0.210257731128962	0.220183081095223	0.219792611604797
blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam	0.00303056737126758	0.296457088377003	0.24723506974264	0.247068650349872
blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam	0.00215999137833849	0.349828422671873	0.254503333977902	0.253365334129584
blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam	0.0435182390974107	0.112602037374351	0.201825511226878	0.199453427182725
blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam	0.0110273671473516	0.189464773347897	0.206152096348832	0.203721279886497
blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam	0.0299427701945186	0.128590957971231	0.192073290370854	0.190618112445025
