"file" "coverage" "spikiness" "evenness.mean" "evenness.med" "background" "quality"
"52" "blm-1-single-f5-r6-c1_S36_.trimmed.mdup.bam" 44 0.228899677574769 0.245295186375033 0.245217994179813 0.0205556810481138 "okay"
"53" "blm-1-single-f5-r6-c4_S39_.trimmed.mdup.bam" 35 0.29157124774135 0.254039436224726 0.252775882329503 0.0208381364498909 "okay"
"54" "blm-1-single-f5-r6-c5_S40_.trimmed.mdup.bam" 56 0.207285970106058 0.23689527403901 0.235098236449217 0.0125157167410689 "okay"
"55" "blm-1-single-f6-r1-c1_S50_.trimmed.mdup.bam" 151 0.128991328671329 0.199236508724371 0.194871672236002 0.0120107755831873 "good"
"56" "blm-1-single-f6-r2-c1_S57_.trimmed.mdup.bam" 91 0.235910679021723 0.266143642279896 0.240938267579849 0.0374444757161562 "okay"
"57" "blm-1-single-f6-r6-c4_S88_.trimmed.mdup.bam" 77 0.163964074695135 0.217806345327293 0.216224445770251 0.012574864308441 "okay"
"58" "blm-1-single-f7-r1-c1_S99_.trimmed.mdup.bam" 139 0.130896798742016 0.201417647757329 0.197466713884358 0.0107869956774333 "good"
"59" "blm-1-single-f7-r2-c6_S111_.trimmed.mdup.bam" 43 0.208002263456959 0.226703738029352 0.225684488222103 0.0194714279528298 "okay"
"60" "blm-1-single-f7-r4-c3_S122_.trimmed.mdup.bam" 115 0.134975255404741 0.198803076839224 0.197230013902141 0.0130193247025679 "good"
"61" "blm-1-single-f7-r4-c4_S123_.trimmed.mdup.bam" 36 0.245884286470375 0.237463239804307 0.237450440226316 0.0189635616049908 "okay"
"62" "blm-1-single-f7-r5-c2_S128_.trimmed.mdup.bam" 80 0.156459457293385 0.202861606755372 0.200353595455661 0.0152055029439226 "acceptable"
"63" "blm-1-single-f7-r5-c5_S131_.trimmed.mdup.bam" 102 0.180600243160278 0.216444085271885 0.211410995032548 0.014161150528215 "okay"
"64" "blm-1-single-f7-r5-c7_S133_.trimmed.mdup.bam" 109 0.291516563001323 0.269821304969669 0.250128056104988 0.0186208802597941 "okay"
"65" "blm-1-single-f7-r6-c2_S135_.trimmed.mdup.bam" 52 0.185334387666789 0.207022607925585 0.206950302075435 0.0200002075786983 "okay"
"66" "blm-1-single-f7-r6-c3_S136_.trimmed.mdup.bam" 172 0.125016362631072 0.190802100998263 0.187829314984614 0.013963794638441 "good"
"67" "blm-1-single-f7-r6-c4_S137_.trimmed.mdup.bam" 97 0.145975513740429 0.205129695475191 0.203253045242582 0.0190016994640152 "acceptable"
"68" "blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam" 90 0.240685655243115 0.248601634662109 0.236520986308017 0.0167998809388323 "okay"
"69" "blm-recq5-1-single-c11-w1-3d6_S395_.trimmed.mdup.bam" 14 0.323259907917306 0.251397439867354 0.250769593179294 0.0155585268019934 "okay"
"70" "blm-recq5-1-single-c11-w11-3d6_S405_.trimmed.mdup.bam" 67 0.182308974146584 0.224522709797708 0.224367785608576 0.0114563823533433 "okay"
"71" "blm-recq5-1-single-c11-w18-3d6_S412_.trimmed.mdup.bam" 71 0.211954088005845 0.225205790112963 0.223997895517411 0.01075582412711 "okay"
"72" "blm-recq5-1-single-c11-w22-3d6_S416_.trimmed.mdup.bam" 14 0.352262076217909 0.251694327018424 0.250930331819768 0.0140462165835976 "okay"
"73" "blm-recq5-1-single-c11-w33-3d6_S427_.trimmed.mdup.bam" 19 0.281002905994458 0.241690972598621 0.241246624911997 0.0157911470660967 "okay"
"74" "blm-recq5-1-single-c3-w11-3d6_S56_.trimmed.mdup.bam" 9 0.377852888026237 0.251176696800974 0.250890279054423 0.0324996017205672 "okay"
"75" "blm-recq5-1-single-c3-w19-3d6_S60_.trimmed.mdup.bam" 26 0.265062346318509 0.237998541449755 0.237956240830056 0.0214725425053742 "okay"
"76" "blm-recq5-1-single-c7-w14-3d6_S212_.trimmed.mdup.bam" 59 0.199979166552448 0.230399337449987 0.23039721956087 0.0129972338923417 "okay"
"77" "blm-recq5-1-single-c7-w28-3d6_S226_.trimmed.mdup.bam" 16 0.318404896168133 0.252689207674075 0.251892099850366 0.0208797891749443 "okay"
"78" "blm-recq5-1-single-c7-w34-3d6_S232_.trimmed.mdup.bam" 26 0.258793969849246 0.234400607866541 0.234234503925147 0.0203525349809195 "okay"
"79" "blm-recq5-1-single-f13-r1-c1_S393_.trimmed.mdup.bam" 233 0.221286911374525 0.224689526134387 0.22187603132849 0.0119049105674813 "okay"
"80" "blm-recq5-1-single-f13-r1-c2_S394_.trimmed.mdup.bam" 221 0.119693695216478 0.188430089147245 0.186694088936602 0.0116499093456403 "very_good"
"81" "blm-recq5-1-single-f13-r3-c1_S407_.trimmed.mdup.bam" 97 0.335785679043784 0.272021916159604 0.263466966597222 0.0206376504828681 "okay"
"82" "blm-recq5-1-single-f13-r7-c1_S435_.trimmed.mdup.bam" 233 0.138778291444106 0.196705664942036 0.195168829777774 0.0110345907027704 "very_good"
"83" "blm-recq5-1-single-f13-r7-c4_S438_.trimmed.mdup.bam" 160 0.198284041257935 0.246215062967791 0.246205775783213 0.0136745441093267 "okay"
"84" "blm-recq5-1-single-f14-r1-c1_S442_.trimmed.mdup.bam" 169 0.12814673490607 0.198693691080444 0.193226843593555 0.00948109127311958 "good"
"85" "blm-recq5-1-single-f14-r1-c2_S443_.trimmed.mdup.bam" 157 0.293050221934068 0.272283283298257 0.250924273181984 0.014238189083151 "okay"
"86" "blm-recq5-1-single-f14-r1-c4_S445_.trimmed.mdup.bam" 165 0.132200827089758 0.203980237287375 0.199674501513848 0.0123757113376274 "good"
"87" "blm-recq5-1-single-f14-r1-c7_S448_.trimmed.mdup.bam" 156 0.224465504135316 0.233117137314521 0.224807981257571 0.0151622364176715 "okay"
"88" "blm-recq5-1-single-f14-r2-c4_S452_.trimmed.mdup.bam" 117 0.336314770443783 0.276468659695568 0.262488184339161 0.0109046451553534 "okay"
"89" "blm-recq5-1-single-f14-r2-c6_S454_.trimmed.mdup.bam" 171 0.136820482145809 0.207806974762454 0.205333698638732 0.0426954927183714 "good"
"90" "blm-recq5-1-single-f14-r3-c4_S459_.trimmed.mdup.bam" 71 0.162817551963049 0.206085202487323 0.205430711774235 0.012230373926567 "acceptable"
"91" "blm-recq5-1-single-f14-r3-c6_S461_.trimmed.mdup.bam" 161 0.148487687226554 0.203322325131118 0.201182624335058 0.0728476012552352 "good"
"92" "blm-recq5-1-single-f14-r3-c7_S462_.trimmed.mdup.bam" 100 0.279524749606071 0.240008474945436 0.229412488044015 0.00999929767882853 "okay"
"93" "blm-recq5-1-single-f14-r4-c4_S466_.trimmed.mdup.bam" 192 0.125742912562384 0.194728787336562 0.193635659282609 0.0165617349613441 "very_good"
"94" "blm-recq5-1-single-f14-r4-c5_S467_.trimmed.mdup.bam" 158 0.286147919991462 0.27392234374984 0.255193393469502 0.0352341195915283 "okay"
"95" "blm-recq5-1-single-f14-r4-c6_S468_.trimmed.mdup.bam" 122 0.19584827675164 0.2198389185121 0.215839829248496 0.0127146936398119 "okay"
"96" "blm-recq5-1-single-f14-r4-c7_S469_.trimmed.mdup.bam" 78 0.160542497167421 0.206021457531248 0.205209624100878 0.012085838326132 "acceptable"
"97" "blm-recq5-1-single-f14-r5-c3_S472_.trimmed.mdup.bam" 200 0.274072595910862 0.256647391122146 0.242908057398908 0.0112632027943243 "okay"
"98" "blm-recq5-1-single-f14-r5-c6_S475_.trimmed.mdup.bam" 53 0.212834204299579 0.220358660125336 0.218117138109289 0.0102692713833157 "okay"
"99" "blm-recq5-1-single-f14-r6-c1_S477_.trimmed.mdup.bam" 153 0.134657822302783 0.199824009579969 0.198796929058396 0.0154054101497358 "good"
"100" "blm-recq5-1-single-f14-r6-c3_S479_.trimmed.mdup.bam" 184 0.235041894864953 0.223120931508177 0.2197394993222 0.0129725902840921 "okay"
"101" "blm-recq5-1-single-f14-r6-c4_S480_.trimmed.mdup.bam" 71 0.24271388670987 0.235892366472162 0.227181215385314 0.015416113436648 "okay"
"102" "blm-recq5-1-single-f14-r6-c5_S481_.trimmed.mdup.bam" 139 0.220793162219226 0.226100942519472 0.215794352930987 0.00836959754313772 "okay"
"103" "blm-recq5-1-single-f14-r6-c6_S482_.trimmed.mdup.bam" 44 0.289161104608863 0.237729426606109 0.233357315742993 0.0149601996662384 "okay"
"104" "blm-recq5-1-single-f14-r6-c7_S483_.trimmed.mdup.bam" 163 0.133164362359638 0.204150697256037 0.20023546438009 0.00955661933864708 "good"
"105" "blm-recq5-1-single-f14-r7-c1_S484_.trimmed.mdup.bam" 195 0.202739559552434 0.222487719277767 0.220000825151505 0.0145892865708667 "okay"
"106" "blm-recq5-1-single-f14-r7-c2_S485_.trimmed.mdup.bam" 163 0.280577871907427 0.263601040309091 0.24479178507311 0.0232871398090476 "okay"
"107" "blm-recq5-1-single-f14-r7-c3_S486_.trimmed.mdup.bam" 103 0.154157431715446 0.208098554714263 0.206295000468229 0.0140572366337489 "good"
"108" "blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam" 211 0.122252654118634 0.192741352099148 0.191180788475932 0.00893525782119803 "very_good"
"109" "blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam" 190 0.176827214550354 0.230366868617068 0.215004607126131 0.0101000731739995 "okay"
"110" "blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam" 120 0.136649509299293 0.195879771640165 0.195480963177551 0.0122847452715277 "good"
"111" "blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam" 85 0.153194339519778 0.202415239777952 0.201674312244801 0.0217674023925696 "acceptable"
"112" "blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam" 101 0.293629907625651 0.266089462276559 0.246647557889807 0.0129430080283281 "okay"
"113" "blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam" 115 0.141131481273198 0.201292461582931 0.201241500615747 0.0134446343547796 "good"
"114" "blm-recq5-1-single-f15-r2-c2_S499_.trimmed.mdup.bam" 45 0.199258951299388 0.215123206065433 0.214493934364526 0.0223790669650542 "okay"
"115" "blm-recq5-1-single-f15-r3-c2_S506_.trimmed.mdup.bam" 71 0.242547828848138 0.230761440106125 0.222764075036278 0.0148100450740502 "okay"
"116" "blm-recq5-1-single-f15-r3-c6_S510_.trimmed.mdup.bam" 121 0.142937650211332 0.210470260833389 0.209296675645392 0.00892977406175014 "okay"
"117" "blm-recq5-1-single-f15-r4-c1_S512_.trimmed.mdup.bam" 73 0.204406884487748 0.214373604231415 0.21164839537185 0.0117143691864027 "okay"
"118" "blm-recq5-1-single-f15-r4-c5_S516_.trimmed.mdup.bam" 123 0.232079486907415 0.237383647297701 0.22363551974765 0.010762309073718 "okay"
"119" "blm-recq5-1-single-f15-r4-c6_S517_.trimmed.mdup.bam" 95 0.28291209837582 0.251506174630337 0.237915577717058 0.00965328669775705 "okay"
"120" "blm-recq5-1-single-f15-r5-c2_S520_.trimmed.mdup.bam" 52 0.18943790783486 0.209713378869427 0.209447013685151 0.0103135805413139 "okay"
"121" "blm-recq5-1-single-f15-r5-c4_S522_.trimmed.mdup.bam" 157 0.184389866427485 0.216656367759984 0.210895349938862 0.00981816264208291 "okay"
"122" "blm-recq5-1-single-f15-r5-c5_S523_.trimmed.mdup.bam" 99 0.232565714933152 0.231973469749345 0.224105416786089 0.00957367856848355 "okay"
"123" "blm-recq5-1-single-f15-r6-c1_S526_.trimmed.mdup.bam" 109 0.164733987564157 0.203974239845041 0.203285541080915 0.0127170671811963 "good"
"124" "blm-recq5-1-single-f15-r6-c2_S527_.trimmed.mdup.bam" 128 0.247463627091389 0.2404846714934 0.227299315940228 0.0118790364167669 "okay"
"125" "blm-recq5-1-single-f15-r6-c3_S528_.trimmed.mdup.bam" 144 0.140496017296828 0.200778440161191 0.200739212328266 0.010730294736007 "good"
"126" "blm-recq5-1-single-f15-r6-c4_S529_.trimmed.mdup.bam" 48 0.194957164708384 0.213646286068357 0.21313376062321 0.0139226060794688 "okay"
"127" "blm-recq5-1-single-f15-r7-c1_S533_.trimmed.mdup.bam" 151 0.136925038830839 0.195087396942094 0.193205587579992 0.00815329024036487 "good"
"128" "blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam" 88 0.226668814863426 0.225678578830487 0.219880702783071 0.0108475400534947 "okay"
"129" "blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam" 124 0.15878032411678 0.21048162217719 0.209449835949041 0.00870738057150027 "okay"
"130" "blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam" 24 0.278576111183952 0.243331994641246 0.243324299292939 0.0188417740485466 "okay"
"131" "blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam" 41 0.210257731128962 0.220183081095223 0.219792611604797 0.0129867570550213 "okay"
"132" "blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam" 19 0.296457088377003 0.24723506974264 0.247068650349872 0.0206890798364895 "okay"
"133" "blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam" 13 0.349828422671873 0.254503333977902 0.253365334129584 0.01901784551257 "okay"
"134" "blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam" 248 0.112602037374351 0.201825511226878 0.199453427182725 0.0181858661402118 "very_good"
"135" "blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam" 62 0.189464773347897 0.206152096348832 0.203721279886497 0.0604830275963041 "okay"
"136" "blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam" 171 0.128590957971231 0.192073290370854 0.190618112445025 0.0116879484728443 "good"
"137" "blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam" 193 0.210263952795764 0.25218891710605 0.226578386625837 0.0129518948805766 "okay"
"138" "blm-recq5-2-single-f12-r2-c3_S353_.trimmed.mdup.bam" 165 0.124352446224882 0.186388405875284 0.185160284950808 0.0150013954786492 "good"
"139" "blm-recq5-2-single-f12-r2-c4_S354_.trimmed.mdup.bam" 182 0.121666119081517 0.191402345928129 0.189299252102209 0.0109133388668573 "very_good"
"140" "blm-recq5-2-single-f12-r2-c7_S357_.trimmed.mdup.bam" 144 0.127777302679477 0.190383609657616 0.188612544955598 0.011371675155631 "good"
"141" "blm-recq5-2-single-f12-r3-c1_S358_.trimmed.mdup.bam" 52 0.237302086863894 0.250809150429998 0.238091532569742 0.0813330384635014 "okay"
"142" "blm-recq5-2-single-f12-r3-c2_S359_.trimmed.mdup.bam" 139 0.132464094500561 0.191788570131901 0.1905316866391 0.0117074755110025 "good"
"143" "blm-recq5-2-single-f12-r4-c2_S366_.trimmed.mdup.bam" 97 0.242958539037529 0.243015751696309 0.22982094224179 0.0154259265802212 "okay"
"144" "blm-recq5-2-single-f12-r4-c4_S368_.trimmed.mdup.bam" 289 0.107168884746471 0.183527963191964 0.181155802550298 0.00946716138163179 "very_good"
"145" "blm-recq5-2-single-f16-r1-c2_S541_.trimmed.mdup.bam" 70 0.169127769919849 0.208508351279597 0.20748064331993 0.0100526830985141 "acceptable"
"146" "blm-recq5-2-single-f16-r1-c3_S542_.trimmed.mdup.bam" 56 0.182224190750378 0.223592913293992 0.214460413511188 0.0316097347347347 "okay"
"147" "blm-recq5-2-single-f16-r1-c4_S543_.trimmed.mdup.bam" 68 0.162020795107034 0.20476891604081 0.204007081164925 0.0118011887328797 "acceptable"
"148" "blm-recq5-2-single-f16-r1-c5_S544_.trimmed.mdup.bam" 58 0.236896104831161 0.228484754725523 0.22106982006288 0.0117509352551009 "okay"
"149" "blm-recq5-2-single-f16-r1-c6_S545_.trimmed.mdup.bam" 70 0.201483590955575 0.217461089750894 0.213664606145446 0.0098604241763769 "okay"
"150" "blm-recq5-2-single-f16-r1-c7_S546_.trimmed.mdup.bam" 73 0.16560202194904 0.219905870216931 0.207298301428246 0.0136983262530918 "okay"
"151" "blm-recq5-2-single-f16-r2-c1_S547_.trimmed.mdup.bam" 59 0.269482897531678 0.240797290045835 0.23216634964393 0.0140582254060123 "okay"
"152" "blm-recq5-2-single-f16-r2-c4_S550_.trimmed.mdup.bam" 41 0.201940324115234 0.218159048729014 0.218151081488475 0.0175443921687661 "okay"
"153" "blm-recq5-2-single-f16-r2-c6_S552_.trimmed.mdup.bam" 71 0.163105849582173 0.201207278328795 0.200583338007632 0.0093579604067397 "acceptable"
"154" "blm-recq5-2-single-f16-r2-c7_S553_.trimmed.mdup.bam" 44 0.195706927457966 0.210868189670394 0.210713930593027 0.013292012253014 "okay"
"155" "blm-recq5-2-single-f16-r3-c1_S554_.trimmed.mdup.bam" 27 0.230473552900168 0.221893051930481 0.221823199175341 0.0159157426990536 "okay"
"156" "blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam" 41 0.283833023790572 0.254135839866651 0.241604137549278 0.0163107397090684 "okay"
"157" "blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam" 68 0.168788378014078 0.202704173731951 0.202167950575858 0.011733017198546 "acceptable"
"158" "blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam" 59 0.19947873252169 0.224760411489443 0.219875032394855 0.00960077582026831 "okay"
"159" "blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam" 36 0.20812448361333 0.215705617621168 0.215042072406363 0.0118248197718396 "okay"
"160" "blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam" 32 0.218898323095139 0.220615522509387 0.220500067398991 0.0143497240991802 "okay"
"161" "blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam" 36 0.207523547200339 0.227671259222316 0.221985935802812 0.0366902024360588 "okay"
"162" "blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam" 71 0.219722999196678 0.220129788599027 0.215352073990053 0.014639031415969 "okay"
"163" "blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam" 43 0.202834339348843 0.21934594623921 0.218984351121804 0.009240313098834 "okay"
"164" "blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam" 45 0.193184238551651 0.201445573268712 0.199814741821516 0.0179580349078994 "okay"
"165" "blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam" 44 0.19285938805707 0.218298998678029 0.216222155433141 0.00918478031188809 "okay"
"166" "blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam" 72 0.167146905209035 0.214169319600505 0.20631743609864 0.0156370682529574 "okay"
"167" "blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam" 48 0.202279640572008 0.219537570015757 0.218073463384649 0.0131234381312942 "okay"
"168" "blm-recq5-2-single-f16-r7-c1_S582_.trimmed.mdup.bam" 67 0.166815041752252 0.205594353567351 0.20453511125453 0.0131504809433734 "acceptable"
"169" "blm-recq5-2-single-f16-r7-c4_S585_.trimmed.mdup.bam" 78 0.159419268757734 0.213472709484169 0.204273813480047 0.0187399062512309 "okay"
"170" "blm-recq5-2-single-f16-r7-c5_S586_.trimmed.mdup.bam" 63 0.299606854536178 0.264263668615625 0.245718583957627 0.0164131459010404 "okay"
"171" "blm-recq5-2-single-f8-r3-c2_S163_.trimmed.mdup.bam" 158 0.128052495997243 0.197769589526888 0.196301666471223 0.0106113185090873 "good"
"172" "blm-recq5-2-single-f8-r6-c1_S183_.trimmed.mdup.bam" 248 0.119947951743118 0.205374473928593 0.196888278979935 0.0572294261349779 "very_good"
"173" "blm-recq5-2-single-f8-r6-c2_S184_.trimmed.mdup.bam" 330 0.104259556671778 0.181310553289618 0.178892946038778 0.041150248118337 "very_good"
"174" "blm-recq5-2-single-f8-r7-c2_S191_.trimmed.mdup.bam" 246 0.111639480009969 0.185664127808041 0.185129185987928 0.0119158430979848 "very_good"
"175" "blm_recq5-1-single-c14-w19_.trimmed.mdup.bam" 38 0.21351832677573 0.227200085440413 0.226974239270894 0.0219583574104796 "okay"
