Library	Quality	Median_insert_size	Adapters_at_least_50bp	Alignment_rate	Initial_reads_aligned	Postfiltering_reads_aligned	Mean_read_length	Duplication_rate	Coverage_depth	Background	Reads_per_Mb	Percent_WC	Mean_GC	Coverage_after_1Gb_sequencing	coverage	spikiness	evenness.mean	evenness.med
f1216-wt-mesc-a1h5-hkt-f11-r2-c6_S1119_.processed.bam	P	136	0.00138208	0.9689	628970	628970	73.156987	0.045061	0.0162741235	0.0830246807	112	0.462962963	0.418067	0.159448	0.0166830153396461	0.181876826932769	0.215197198021085	0.213731700265136
f1216-wt-mesc-a1h5-hkt-f11-r3-c2_S1120_.processed.bam	G	133	0.00717976	0.9424	527724	527724	73.141104	0.039104	0.0137366546	0.0183770716	96	0.5454545455	0.417627	0.155943	0.0139966845394162	0.17033904031992	0.212597356256254	0.208768166279651
f1216-wt-mesc-a1h5-hkt-f11-r3-c3_S1121_.processed.bam	P	139	0.00899329	0.9571	545274	545274	73.679429	0.046956	0.0141811101	0.3335597826	91	0.6	0.424141	0.144089	0.0145673029651349	0.268417763042963	0.245645966990496	0.244825173262647
f1216-wt-mesc-a1h5-hkt-f11-r3-c4_S1122_.processed.bam	G	130	0.0101749	0.9519	376094	376094	73.2611	0.038432	0.0098126448	0.0252052149	69	0.4444444444	0.416721	0.129604	0.00999494267412287	0.187986881010318	0.224246211205815	0.22090854859726
f1216-wt-mesc-a1h5-hkt-f11-r3-c5_S1123_.processed.bam	P	134	0.00684144	0.9466	603640	603640	73.259572	0.043546	0.0156654441	0.0790518844	108	0.5	0.421486	0.157714	0.01603318819694	0.204529179780422	0.222071384701731	0.221113593494921
f1216-wt-mesc-a1h5-hkt-f11-r3-c6_S1124_.processed.bam	P	125	0.0202583	0.9101	379816	379816	72.882967	0.039661	0.0098460061	0.0992997666	69	0.5675675676	0.41984	0.124117	0.0100376334744853	0.223444843793199	0.225521811229348	0.223887692419244
f1216-wt-mesc-a1h5-hkt-f11-r4-c2_S1125_.processed.bam	G	133	0.00681688	0.9267	475350	475350	73.154469	0.038515	0.0123832063	0.0270491617	89	0.3529411765	0.41568	0.148335	0.0126105112826813	0.182695528018191	0.216722285596248	0.208299445538697
f1216-wt-mesc-a1h5-hkt-f11-r4-c3_S1126_.processed.bam	G	136	0.00232791	0.9764	582776	582776	73.141315	0.044837	0.0150791947	0.0313018691	105	0.4705882353	0.416778	0.151387	0.0154506440574702	0.174330612777431	0.210373004044437	0.207310250314939
f1216-wt-mesc-a1h5-hkt-f11-r4-c4_S1127_.processed.bam	G	134	0.000230518	0.9668	565844	565844	73.232053	0.044528	0.014663989	0.0199087381	102	0.5806451613	0.414898	0.153648	0.015028695693407	0.17496446465679	0.206349395197783	0.203917436048299
f1216-wt-mesc-a1h5-hkt-f11-r4-c5_S1128_.processed.bam	G	133	0.00785361	0.9711	465562	465562	73.429606	0.044922	0.0120927145	0.0259194396	86	0.6153846154	0.414635	0.134889	0.0124007340338392	0.177522575846226	0.210521161101255	0.205407584521492
f1216-wt-mesc-a1h5-hkt-f11-r4-c6_S1129_.processed.bam	G	132	0.0173253	0.9649	557200	557200	73.28052	0.041228	0.01449944	0.0206776136	103	0.5	0.414295	0.155633	0.0148145078804646	0.17277044217456	0.209039580680455	0.20125342702428
f1216-wt-mesc-a1h5-hkt-f11-r5-c2_S1130_.processed.bam	G	137	0.00159524	0.9596	530812	530812	73.649528	0.04411	0.013840598	0.024847379	95	0.5555555556	0.416162	0.146928	0.0141758741065356	0.172830032642448	0.208424495709561	0.205610262037102
f1216-wt-mesc-a1h5-hkt-f11-r5-c3_S1131_.processed.bam	G	133	0.000560174	0.9413	567528	567528	73.272351	0.043515	0.0147313253	0.0225607064	105	0.5526315789	0.416577	0.151312	0.0150868504087389	0.172768084245235	0.211806113239359	0.204435296720929
f1216-wt-mesc-a1h5-hkt-f11-r5-c4_S1132_.processed.bam	G	135	0.000632701	0.9757	469204	469204	73.587751	0.045213	0.0122098399	0.0213093502	85	0.6206896552	0.414779	0.137572	0.0125211208446287	0.178905771792748	0.212785891676482	0.209509413556666
f1216-wt-mesc-a1h5-hkt-f11-r5-c5_S1133_.processed.bam	G	132	0.0101065	0.9448	530002	530002	73.300176	0.041321	0.0137940557	0.0171397693	97	0.5	0.417302	0.151074	0.0140897037138267	0.174762485161526	0.213558521540985	0.20909851787238
f1216-wt-mesc-a1h5-hkt-f11-r5-c6_S1134_.processed.bam	G	133	0.00216132	0.9577	485362	485362	73.447476	0.042331	0.0126442861	0.0230983614	90	0.4848484848	0.415874	0.139558	0.0129309272369154	0.179460040948051	0.208972071653716	0.202106859535969
f1216-wt-mesc-a1h5-hkt-f11-r6-c2_S1135_.processed.bam	G	115	0.0095543	0.8572	272694	272694	70.628899	0.022362	0.0069738456	0.0658674832	51	0.4827586207	0.428185	0.138288	0.00698093918002143	0.227327306916786	0.234708808838842	0.232783689455789
f1216-wt-mesc-a1h5-hkt-f11-r6-c3_S1136_.processed.bam	G	114	0.0225796	0.9613	240032	240032	70.8453	0.024572	0.0061434403	0.0584663637	45	0.6666666667	0.421023	0.123002	0.00616202575190963	0.230356666293615	0.231852383795579	0.227227159037118
f1216-wt-mesc-a1h5-hkt-f11-r6-c4_S1137_.processed.bam	G	117	0.00372144	0.9488	257458	257458	70.974536	0.023647	0.0066077264	0.0435352956	48	0.56	0.418502	0.134448	0.0066230933600656	0.21525584080304	0.224978336846673	0.220787793810927
f1216-wt-mesc-a1h5-hkt-f11-r6-c5_S1138_.processed.bam	P	126	0.000253099	0.9667	350798	350798	71.78645	0.027953	0.0090661539	0.1495167356	63	0.511627907	0.423121	0.149112	0.0091249322396255	0.240586021632624	0.226808063322941	0.226535427745681
f1216-wt-mesc-a1h5-hkt-f12-r2-c2_S1140_.processed.bam	G	141	7.38284e-05	0.9546	360226	360226	73.982478	0.043412	0.0094420239	0.0419257695	65	0.5161290323	0.418428	0.119427	0.00966000627637237	0.203372992683668	0.227563823041596	0.225837166093662
f1216-wt-mesc-a1h5-hkt-f12-r2-c3_S1141_.processed.bam	G	130	0.00108635	0.9389	537196	537196	72.864737	0.039784	0.0139205164	0.0226483233	98	0.5294117647	0.416576	0.15405	0.0141759584105116	0.173270887738667	0.214225865500957	0.210075983671204
f1216-wt-mesc-a1h5-hkt-f12-r2-c4_S1142_.processed.bam	G	111	0.0122189	0.9471	207396	207396	70.431802	0.020068	0.0053015316	0.0682815876	38	0.4411764706	0.421609	0.125799	0.00528616315532256	0.240898359224649	0.232955676259629	0.230500541854469
f1216-wt-mesc-a1h5-hkt-f12-r2-c5_S1143_.processed.bam	G	129	0.000214389	0.9693	546246	546246	72.727619	0.037675	0.0141594259	0.0309670626	101	0.4571428571	0.414213	0.160599	0.0143929330196689	0.165719413700269	0.207541220101422	0.201605203488593
f1216-wt-mesc-a1h5-hkt-f12-r2-c6_S1144_.processed.bam	G	128	0.00242837	0.9529	625006	625006	72.549076	0.040038	0.0161215335	0.0377649842	116	0.4516129032	0.41681	0.165853	0.0164233070450603	0.166357439599887	0.210801854410404	0.202166630397268
f1216-wt-mesc-a1h5-hkt-f12-r3-c2_S1145_.processed.bam	G	126	0.004651	0.955	563194	563194	72.52964	0.037955	0.0145547639	0.0284976097	105	0.4848484848	0.417391	0.161809	0.0147964862561715	0.169591840533045	0.213457362815276	0.203426461290645
f1216-wt-mesc-a1h5-hkt-f12-r3-c3_S1146_.processed.bam	G	131	0.00742845	0.959	439484	439484	73.227892	0.04012	0.0114412317	0.0212275478	81	0.5	0.415782	0.137554	0.0116587410195753	0.184102218461847	0.207156059679339	0.202410734763224
f1216-wt-mesc-a1h5-hkt-f12-r3-c4_S1147_.processed.bam	G	128	0.00725296	0.9585	377390	377390	73.11274	0.036604	0.0098451995	0.0248457656	70	0.3870967742	0.416764	0.139508	0.00999698502957595	0.196750492139629	0.22071998578492	0.214842098225271
f1216-wt-mesc-a1h5-hkt-f12-r3-c5_S1148_.processed.bam	G	131	0.0046756	0.9566	576348	576348	73.081111	0.041343	0.0149551032	0.0356142087	106	0.4146341463	0.416373	0.158198	0.0152569461426223	0.169359319258436	0.209799185146803	0.202907633984502
f1216-wt-mesc-a1h5-hkt-f12-r3-c6_S1149_.processed.bam	G	126	0.00704205	0.9567	547960	547960	72.267306	0.039543	0.0140865579	0.0461052539	100	0.4871794872	0.418169	0.152221	0.0143448071786284	0.176891670369065	0.207442760007782	0.203528043716468
f1216-wt-mesc-a1h5-hkt-f12-r4-c2_S1150_.processed.bam	G	126	0.00101709	0.9754	645918	645918	72.291504	0.042866	0.0165528823	0.0486046735	120	0.4871794872	0.4166	0.164994	0.0169106159151683	0.166681887267532	0.209407357885649	0.201331019250685
f1216-wt-mesc-a1h5-hkt-f12-r4-c3_S1151_.processed.bam	G	133	0.00708411	0.9574	588134	588134	72.954884	0.041106	0.0152383342	0.0344728204	108	0.5945945946	0.41674	0.152475	0.0155403530179365	0.170610759346588	0.211398890638094	0.2074230911151
f1216-wt-mesc-a1h5-hkt-f12-r4-c4_S1152_.processed.bam	G	129	0.0005565	0.9443	567584	567584	72.788215	0.040604	0.0146799762	0.0359921592	103	0.4166666667	0.417954	0.156832	0.0149680826008275	0.175975947065772	0.211709816649143	0.209270422040286
f1216-wt-mesc-a1h5-hkt-f12-r4-c5_S1153_.processed.bam	G	129	0.00531159	0.9761	488116	488116	73.043805	0.043236	0.0126341926	0.0412789265	89	0.5	0.414945	0.140738	0.0129177003096219	0.175438747938985	0.206664163018961	0.201830946268865
f1216-wt-mesc-a1h5-hkt-f12-r4-c6_S1154_.processed.bam	G	129	0.0124368	0.9702	610362	610362	72.768472	0.040861	0.0157778757	0.0321736767	111	0.5348837209	0.415313	0.163411	0.0160944086446857	0.16434913027738	0.205284037404454	0.201832628755953
f1216-wt-mesc-a1h5-hkt-f12-r5-c2_S1155_.processed.bam	G	133	0.00130565	0.9629	521416	521416	73.261189	0.042434	0.0135476282	0.0295206158	97	0.5142857143	0.415973	0.147625	0.0138369153095134	0.172647162210756	0.211459095318689	0.203106714008298
f1216-wt-mesc-a1h5-hkt-f12-r5-c3_S1156_.processed.bam	G	131	0.000174525	0.9688	596448	596448	72.859579	0.043283	0.0153985196	0.0443042344	110	0.4571428571	0.415729	NA	0.0157466899314802	0.168980588537151	0.210153491741448	0.202455778101421
f1216-wt-mesc-a1h5-hkt-f12-r5-c4_S1157_.processed.bam	G	130	0.00069829	0.9742	590732	590732	72.855369	0.044677	0.0152278479	0.027222003	106	0.5	0.415119	0.149933	0.0155858229171944	0.169226750822054	0.208425042449484	0.205402598664515
f1216-wt-mesc-a1h5-hkt-f12-r5-c5_S1158_.processed.bam	G	129	0.00320495	0.9697	582758	582758	73.066832	0.042017	0.0151078464	0.0294706842	108	0.4857142857	0.413694	0.157123	0.0154312658722417	0.168476161247811	0.207718350630911	0.199932256090716
f1216-wt-mesc-a1h5-hkt-f12-r5-c6_S1159_.processed.bam	G	130	0.000668425	0.9747	499616	499616	73.133849	0.043726	0.0129411643	0.0333473786	90	0.5757575758	0.414043	0.140005	0.0132352264701747	0.172933061714411	0.176496334411519	0.174066551421232
f1216-wt-mesc-a1h5-hkt-f12-r6-c2_S1160_.processed.bam	G	115	0.00271687	0.9429	389622	389622	70.558821	0.026328	0.009913881	0.0436312578	72	0.6296296296	0.419893	0.156855	0.009952217785631	0.190085806125973	0.213140844623986	0.21124467189778
f1216-wt-mesc-a1h5-hkt-f12-r6-c3_S1161_.processed.bam	G	111	0.0192864	0.9638	272828	272828	70.401638	0.02216	0.0069562589	0.0501507262	50	0.4814814815	0.422249	0.142859	0.00695288648220277	0.210867642723789	0.226141938270365	0.225158231289897
f1216-wt-mesc-a1h5-hkt-f12-r6-c4_S1162_.processed.bam	G	109	0.0086492	0.8981	245648	245648	69.987295	0.020305	0.0062382039	0.0705930221	46	0.5	0.423971	NA	0.00622414055487882	0.236136795334165	0.230998093885729	0.22908881128524
f1216-wt-mesc-a1h5-hkt-f12-r6-c5_S1163_.processed.bam	P	109	0.00109904	0.8933	313336	313336	70.047987	0.021964	0.0079505474	0.0723036582	57	0.5333333333	0.423914	0.152458	0.00794217384731873	0.225584558074752	0.232139441839632	0.230436919184537
f1216-wt-mesc-a1h5-hkt-r54-c55_S631_.processed.bam	P	123	0.00848613	0.918	455762	455762	71.766097	0.031411	0.0117336521	0.200245431	79	0.5384615385	0.427584	0.157863	0.0118460538245897	0.25632905607955	0.240533715522701	0.240267700993017
f1216-wt-mesc-a1h5-hkt-r54-c56_S632_.processed.bam	G	125	0.0213205	0.9588	395978	395978	72.114991	0.028653	0.0102732357	0.0258573626	73	0.6666666667	0.420235	NA	0.0103442939521503	0.185003408316292	0.217550421612621	0.212949214876724
f1216-wt-mesc-a1h5-hkt-r54-c57_S633_.processed.bam	G	131	0.00588148	0.9716	283448	283448	73.330547	0.031258	0.0074576618	0.0176152712	53	0.5333333333	0.423693	0.119558	0.00753430717955777	0.210035177580548	0.2280052322119	0.223138461864311
f1216-wt-mesc-a1h5-hkt-r54-c58_S634_.processed.bam	P	126	0.00614755	0.941	468244	468244	72.150306	0.031074	0.0121237576	0.1205398697	84	0.45	0.426346	0.165477	0.0122371388695826	0.229556212360275	0.231593325087463	0.231441420106543
f1216-wt-mesc-a1h5-hkt-r54-c60_S636_.processed.bam	G	127	0.0004973	0.937	462262	462262	72.29421	0.029395	0.0120135254	0.0241558049	84	0.5333333333	0.42114	0.16476	0.0121047856592102	0.182342151168018	0.217881058847367	0.216308189123649
f1216-wt-mesc-a1h5-hkt-r54-c61_S637_.processed.bam	G	124	0.00768961	0.922	316856	316856	72.209546	0.029906	0.0082206584	0.0488968525	58	0.488372093	0.420068	0.133167	0.00828648118180888	0.207933905973379	0.220117781228447	0.217907006626538
f1216-wt-mesc-a1h5-hkt-r54-c62_S638_.processed.bam	P	126	0.00822168	0.9466	511748	511748	72.372924	0.032477	0.0132717993	0.0998262946	93	0.5348837209	0.423645	0.168231	0.0134161079814382	0.208983014247823	0.223726936032528	0.222754095170739
f1216-wt-mesc-a1h5-hkt-r54-c63_S639_.processed.bam	G	124	0.00958864	0.9788	405720	405720	71.864927	0.031219	0.0104617721	0.042789978	75	0.4117647059	0.420625	0.149557	0.0105647378531891	0.183028132519921	0.218895559122124	0.213985311742401
f1216-wt-mesc-a1h5-hkt-r54-c64_S640_.processed.bam	P	125	0.000675074	0.9334	528568	528568	72.052667	0.032738	0.0136436726	0.1856969031	90	0.5614035088	0.42731	0.166371	0.0137940445384891	0.256931702947873	0.240011407635203	0.239385855123099
f1216-wt-mesc-a1h5-hkt-r54-c65_S641_.processed.bam	G	130	6.38117e-05	0.9636	442192	442192	72.500776	0.030589	0.0115105935	0.0231424128	84	0.5384615385	0.419891	0.158755	0.0116156668193916	0.182423322826286	0.224972703497676	0.217525919668553
f1216-wt-mesc-a1h5-hkt-r54-c66_S642_.processed.bam	G	125	0.000168421	0.959	455776	455776	71.977636	0.032542	0.011754858	0.030403114	84	0.5	0.419228	0.156379	0.011881421541751	0.178662421838907	0.207569706301383	0.204687980575558
f1216-wt-mesc-a1h5-hkt-r54-c67_S643_.processed.bam	G	125	0.00381291	0.9595	412372	412372	72.136908	0.033479	0.0106486419	0.0563457407	76	0.4545454545	0.419627	0.145555	0.0107751811034415	0.199273823249793	0.219852300070746	0.217570671857048
f1216-wt-mesc-a1h5-hkt-r54-c68_S644_.processed.bam	G	126	0.0121891	0.9754	401394	401394	72.433863	0.033852	0.0104038102	0.0286035976	75	0.5666666667	0.416425	0.145124	0.010534088959449	0.184860512115341	0.215298676516903	0.208905567612913
f1216-wt-mesc-a1h5-hkt-r54-c69_S645_.processed.bam	G	127	0.00133939	0.9703	432024	432024	72.437839	0.030637	0.0112355939	0.0301551885	78	0.4054054054	0.418254	0.158482	0.0113405664514854	0.186547184529599	0.213768002683113	0.213021790255365
f1216-wt-mesc-a1h5-hkt-r54-c70_S646_.processed.bam	G	128	0.00241487	0.9804	283034	283034	73.082555	0.035939	0.0073857241	0.023948868	52	0.5	0.419714	0.113219	0.00749561238765717	0.210905866706074	0.222039307788499	0.217695863650877
f1216-wt-mesc-a1h5-hkt-r55-c55_S667_.processed.bam	G	126	0.00575211	0.9379	418048	418048	72.275755	0.030791	0.0108460715	0.027648789	80	0.4642857143	0.418937	0.156138	0.0109514607172331	0.188815985684462	0.233690640564565	0.22300181630545
f1216-wt-mesc-a1h5-hkt-r55-c56_S668_.processed.bam	G	125	0.0166161	0.9639	460560	460560	72.190757	0.031054	0.0119317356	0.0292368952	88	0.5714285714	0.419681	0.161553	0.0120471407996635	0.178797804332603	0.227755311157716	0.214336050314586
f1216-wt-mesc-a1h5-hkt-r55-c57_S669_.processed.bam	G	131	0.00605154	0.9689	475072	475072	72.655757	0.032774	0.012364987	0.0458872427	89	0.4761904762	0.421689	0.163004	0.0125105733176154	0.179782483655539	0.228493744656959	0.221290611436685
f1216-wt-mesc-a1h5-hkt-r55-c58_S670_.processed.bam	G	131	0.00357337	0.958	537382	537382	72.571845	0.031903	0.0139831942	0.0661412572	99	0.5384615385	0.421606	0.174105	0.0141294622019808	0.173163159710245	0.217115124470402	0.212634434580468
f1216-wt-mesc-a1h5-hkt-r55-c59_S671_.processed.bam	G	132	8.46074e-05	0.9571	550698	550698	72.665828	0.031865	0.0143488099	0.0225853952	104	0.4285714286	0.420489	0.177645	0.0145000470857866	0.173570191296718	0.21706621344908	0.208985974534384
f1216-wt-mesc-a1h5-hkt-r55-c60_S672_.processed.bam	G	129	0.000400042	0.9461	502800	502800	72.448727	0.032506	0.0130530062	0.0257722537	94	0.4193548387	0.42105	0.165485	0.0132007270839661	0.180061858999574	0.232773714743205	0.227532334055089
f1216-wt-mesc-a1h5-hkt-r55-c61_S673_.processed.bam	P	130	0.00324239	0.9581	579254	579254	72.087103	0.032148	0.0149682767	0.1567183264	99	0.5909090909	0.42636	0.178686	0.015122595294558	0.24715536065674	0.237936611640317	0.237202648511761
f1216-wt-mesc-a1h5-hkt-r55-c62_S674_.processed.bam	G	135	0.0016964	0.9757	593286	593286	72.884695	0.034149	0.0154684505	0.0279299014	110	0.4594594595	0.421402	0.178032	0.015671974249874	0.172838723760835	0.21540528417914	0.210449213820301
f1216-wt-mesc-a1h5-hkt-r55-c63_S675_.processed.bam	G	127	0.0101435	0.978	466108	466108	72.303084	0.03464	0.0120494969	0.0340131183	87	0.4411764706	0.417987	0.153737	0.0122127742874439	0.178531174925346	0.22231098508915	0.215366476068982
f1216-wt-mesc-a1h5-hkt-r55-c64_S676_.processed.bam	G	126	0.000492848	0.9395	557498	557498	72.126675	0.033281	0.014397123	0.0277852427	103	0.5454545455	0.419073	0.173401	0.0145697452146654	0.168466692354598	0.212297259494898	0.206562725200295
f1216-wt-mesc-a1h5-hkt-r55-c65_S677_.processed.bam	P	131	6.54064e-05	0.9658	577304	577304	72.573985	0.034983	0.014974652	0.1345152219	103	0.5111111111	0.42482	0.169046	0.0151772429644887	0.220770425845516	0.23481926323152	0.234317130626397
f1216-wt-mesc-a1h5-hkt-r55-c66_S678_.processed.bam	G	126	0.000134293	0.9552	549050	549050	72.148238	0.03144	0.0142102065	0.034613915	102	0.3	0.419031	0.169921	0.0143434674784882	0.17544791378205	0.216566433113392	0.210756224746349
f1216-wt-mesc-a1h5-hkt-r55-c67_S679_.processed.bam	G	125	0.00353651	0.9574	544942	544942	71.908853	0.033141	0.0140324022	0.0315445719	100	0.5625	0.417416	0.169702	0.0141965296802698	0.173872443024168	0.202245014345928	0.199144983558059
f1216-wt-mesc-a1h5-hkt-r55-c68_S680_.processed.bam	P	133	0.00708918	0.9788	515500	515500	72.940632	0.038254	0.0133935226	0.0784852391	95	0.4444444444	0.418129	0.157654	0.0136293655183325	0.192482072069872	0.234646489909949	0.231500764935688
f1216-wt-mesc-a1h5-hkt-r55-c69_S681_.processed.bam	G	125	0.00140087	0.968	515088	515088	72.246973	0.033404	0.0133223953	0.0300357124	97	0.6	0.417318	0.164731	0.0134865142637154	0.174929003455638	0.215000626521827	0.206234948317826
f1216-wt-mesc-a1h5-hkt-r55-c70_S682_.processed.bam	G	128	0.00325172	0.9772	428500	428500	72.597715	0.037517	0.0110892732	0.0315066502	79	0.625	0.421019	0.141581	0.0112735000728135	0.185872260506791	0.217233470684084	0.213070708827031
f1216-wt-mesc-a1h5-hkt-r56-c55_S703_.processed.bam	G	134	0.00517853	0.9441	475196	475196	72.706584	0.03218	0.0123844677	0.0826387022	87	0.5405405405	0.42174	0.164587	0.0125216787170263	0.194051457524511	0.21977722002959	0.21684828795508
f1216-wt-mesc-a1h5-hkt-r56-c56_S704_.processed.bam	G	125	0.0225	0.9582	473436	473436	72.115344	0.031869	0.0122421958	0.032700327	89	0.625	0.419486	0.159246	0.0123767598157633	0.179636453175978	0.221361764092708	0.213165785938979
f1216-wt-mesc-a1h5-hkt-r56-c57_S705_.processed.bam	G	132	0.00619433	0.9679	378020	378020	73.32293	0.034104	0.0099156501	0.0269756349	70	0.4074074074	0.425607	0.140634	0.0100562045407785	0.197583856978494	0.233274788570827	0.228742271516309
f1216-wt-mesc-a1h5-hkt-r56-c58_S706_.processed.bam	G	130	0.00425904	0.9559	473170	473170	72.834632	0.034301	0.0123263118	0.0302144516	88	0.5666666667	0.423805	0.157891	0.0124932855044524	0.17876998835116	0.217393071114714	0.213448795250562
f1216-wt-mesc-a1h5-hkt-r56-c59_S707_.processed.bam	G	129	6.18187e-05	0.9564	431080	431080	72.896244	0.033432	0.01124946	0.0605200654	78	0.5142857143	0.42748	0.152464	0.0113938542616296	0.200210931679423	0.226358844536354	0.225766401438877
f1216-wt-mesc-a1h5-hkt-r56-c60_S708_.processed.bam	G	126	0.000649684	0.9213	505464	505464	72.123997	0.03042	0.0130915148	0.0284353648	95	0.53125	0.420435	0.169748	0.0132224690793735	0.181384150149558	0.21955158781484	0.211463902741529
f1216-wt-mesc-a1h5-hkt-r56-c61_S709_.processed.bam	G	123	0.00532345	0.943	509908	509908	71.676516	0.031292	0.0131128724	0.0333518266	96	0.4482758621	0.420963	0.167916	0.0132442700875641	0.176840644199955	0.227184103862425	0.219288969049287
f1216-wt-mesc-a1h5-hkt-r56-c62_S710_.processed.bam	G	127	0.00728812	0.9507	545096	545096	72.15622	0.031844	0.0141035469	0.0440508534	100	0.4594594595	0.424198	0.171761	0.0142644262698357	0.182027236090685	0.219954598223123	0.216600820646623
f1216-wt-mesc-a1h5-hkt-r56-c63_S711_.processed.bam	G	126	0.0155483	0.9755	476298	476298	71.866772	0.030435	0.0122919295	0.0449134863	89	0.5405405405	0.423834	0.167176	0.0124086780341505	0.182761452899595	0.218575615610381	0.212726368857464
f1216-wt-mesc-a1h5-hkt-r56-c64_S712_.processed.bam	P	125	0.000683967	0.928	613896	613896	72.026358	0.03511	0.0158015722	0.195672499	107	0.5365853659	0.426116	0.173927	0.0160284785369945	0.232068113604345	0.231840246671754	0.231601729791122
f1216-wt-mesc-a1h5-hkt-r56-c65_S713_.processed.bam	G	129	6.93932e-05	0.9512	541266	541266	72.368723	0.032051	0.0140426919	0.0310736235	101	0.5172413793	0.422503	0.172266	0.0141992750575748	0.177207552390578	0.220408781895778	0.21377922162235
f1216-wt-mesc-a1h5-hkt-r56-c66_S714_.processed.bam	G	126	0.000159217	0.9438	566954	566954	72.057132	0.031847	0.0146489004	0.0371634949	105	0.4375	0.420424	0.17551	0.0148036136075328	0.17587420810489	0.212095544641115	0.206200288841027
f1216-wt-mesc-a1h5-hkt-r56-c67_S715_.processed.bam	G	124	0.00446795	0.9516	565516	565516	71.633296	0.034146	0.0144913068	0.0405814211	101	0.4615384615	0.42062	0.169637	0.0146819856956012	0.172356876993974	0.191119739710409	0.190613631719566
f1216-wt-mesc-a1h5-hkt-r56-c68_S716_.processed.bam	P	134	0.00531529	0.9815	385202	385202	73.616178	0.040083	0.0100816524	0.1142388631	67	0.5098039216	0.423899	0.130335	0.0102837790920298	0.226574814960265	0.206601160492302	0.206529101190182
f1216-wt-mesc-a1h5-hkt-r56-c69_S717_.processed.bam	G	127	0.00183125	0.9634	583568	583568	72.307241	0.034245	0.0150930309	0.0594082563	106	0.3947368421	0.420616	0.175332	0.0153002450312289	0.178795078975431	0.215633999045922	0.213864959602017
f1216-wt-mesc-a1h5-hkt-r56-c70_S718_.processed.bam	G	128	0.00357805	0.9758	568120	568120	72.408792	0.037397	0.0146661063	0.0326034381	104	0.46875	0.418331	0.162943	0.0149111546916157	0.167507579278143	0.213740319732542	0.210497577402465
