filename	quality	coverage	spikiness	spikyness	background	evenness
blm-recq5-1-single-f14-r7-c1_S484_.trimmed.mdup.bam	acceptable	195	0.202739559552434	0.220000825151505	0.0145892865708667	0.220000825151505
blm-recq5-1-single-f14-r7-c2_S485_.trimmed.mdup.bam	acceptable	163	0.280577871907427	0.24479178507311	0.0232871398090476	0.24479178507311
blm-recq5-1-single-f14-r7-c3_S486_.trimmed.mdup.bam	good	103	0.154157431715446	0.206295000468229	0.0140572366337489	0.206295000468229
blm-recq5-1-single-f14-r7-c4_S487_.trimmed.mdup.bam	really_good	211	0.122252654118634	0.191180788475932	0.00893525782119803	0.191180788475932
blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam	good	190	0.176827214550354	0.215004607126131	0.0101000731739995	0.215004607126131
blm-recq5-1-single-f15-r1-c1_S491_.trimmed.mdup.bam	good	120	0.136649509299293	0.195480963177551	0.0122847452715277	0.195480963177551
blm-recq5-1-single-f15-r1-c3_S493_.trimmed.mdup.bam	good	85	0.153194339519778	0.201674312244801	0.0217674023925696	0.201674312244801
blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam	okay	101	0.293629907625651	0.246647557889807	0.0129430080283281	0.246647557889807
blm-recq5-1-single-f15-r1-c6_S496_.trimmed.mdup.bam	good	115	0.141131481273198	0.201241500615747	0.0134446343547796	0.201241500615747
blm-recq5-1-single-f15-r2-c2_S499_.trimmed.mdup.bam	okay	45	0.199258951299388	0.214493934364526	0.0223790669650542	0.214493934364526
blm-recq5-1-single-f15-r3-c2_S506_.trimmed.mdup.bam	acceptable	71	0.242547828848138	0.222764075036278	0.0148100450740502	0.222764075036278
blm-recq5-1-single-f15-r3-c6_S510_.trimmed.mdup.bam	good	121	0.142937650211332	0.209296675645392	0.00892977406175014	0.209296675645392
blm-recq5-1-single-f15-r4-c1_S512_.trimmed.mdup.bam	acceptable	73	0.204406884487748	0.21164839537185	0.0117143691864027	0.21164839537185
blm-recq5-1-single-f15-r4-c5_S516_.trimmed.mdup.bam	good	123	0.232079486907415	0.22363551974765	0.010762309073718	0.22363551974765
blm-recq5-1-single-f15-r4-c6_S517_.trimmed.mdup.bam	okay	95	0.28291209837582	0.237915577717058	0.00965328669775705	0.237915577717058
blm-recq5-1-single-f15-r5-c2_S520_.trimmed.mdup.bam	acceptable	52	0.18943790783486	0.209447013685151	0.0103135805413139	0.209447013685151
blm-recq5-1-single-f15-r5-c4_S522_.trimmed.mdup.bam	good	157	0.184389866427485	0.210895349938862	0.00981816264208291	0.210895349938862
blm-recq5-1-single-f15-r5-c5_S523_.trimmed.mdup.bam	acceptable	99	0.232565714933152	0.224105416786089	0.00957367856848355	0.224105416786089
blm-recq5-1-single-f15-r6-c1_S526_.trimmed.mdup.bam	good	109	0.164733987564157	0.203285541080915	0.0127170671811963	0.203285541080915
blm-recq5-1-single-f15-r6-c2_S527_.trimmed.mdup.bam	good	128	0.247463627091389	0.227299315940228	0.0118790364167669	0.227299315940228
blm-recq5-1-single-f15-r6-c3_S528_.trimmed.mdup.bam	good	144	0.140496017296828	0.200739212328266	0.010730294736007	0.200739212328266
blm-recq5-1-single-f15-r6-c4_S529_.trimmed.mdup.bam	acceptable	48	0.194957164708384	0.21313376062321	0.0139226060794688	0.21313376062321
blm-recq5-1-single-f15-r7-c1_S533_.trimmed.mdup.bam	good	151	0.136925038830839	0.193205587579992	0.00815329024036487	0.193205587579992
blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam	acceptable	88	0.226668814863426	0.219880702783071	0.0108475400534947	0.219880702783071
blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam	good	124	0.15878032411678	0.209449835949041	0.00870738057150027	0.209449835949041
blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam	poor	24	0.278576111183952	0.243324299292939	0.0188417740485466	0.243324299292939
blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam	okay	41	0.210257731128962	0.219792611604797	0.0129867570550213	0.219792611604797
blm_recq5-2-single-c15-w15_.trimmed.mdup.bam	okay	31	0.237582527049797	0.229463521824131	0.0287502967006883	0.229463521824131
blm_recq5-2-single-c15-w17_.trimmed.mdup.bam	poor	13	0.327818510759855	0.241753884933756	0.0172602027553938	0.241753884933756
blm_recq5-2-single-c15-w21_.trimmed.mdup.bam	okay	46	0.208621876360776	0.227982662058918	0.0217114199143245	0.227982662058918
blm_recq5-2-single-c15-w24_.trimmed.mdup.bam	okay	45	0.266784911205278	0.229735368828089	0.029108638778045	0.229735368828089
blm_recq5-2-single-c15-w27_.trimmed.mdup.bam	okay	44	0.277231064237776	0.235984002447816	0.0239163635791098	0.235984002447816
blm_recq5-2-single-c15-w28_.trimmed.mdup.bam	good	141	0.14824430468995	0.210537747362645	0.0186496	0.210537747362645
blm_recq5-2-single-c15-w32_.trimmed.mdup.bam	okay	39	0.223997923852259	0.230883842313242	0.0215903824659924	0.230883842313242
blm_recq5-2-single-c15-w41_.trimmed.mdup.bam	poor	19	0.280668413032684	0.238252012855462	0.028807030868551	0.238252012855462
blm_recq5-2-single-c15-w42_.trimmed.mdup.bam	okay	45	0.254885288828358	0.234624744524635	0.0203323398522027	0.234624744524635
blm_recq5-2-single-c15-w8_.trimmed.mdup.bam	good	177	0.132249548266526	0.199455377841977	0.0145487442938182	0.199455377841977
blm_recq5-2-single-c16-w12_.trimmed.mdup.bam	okay	40	0.214998350923483	0.229387941273109	0.0274210617763667	0.229387941273109
blm_recq5-2-single-c16-w15_.trimmed.mdup.bam	acceptable	103	0.192959288737804	0.209309049473981	0.0222793881207221	0.209309049473981
blm_recq5-2-single-c16-w16_.trimmed.mdup.bam	okay	36	0.227887522859367	0.230665662608082	0.0244215938303342	0.230665662608082
blm_recq5-2-single-c16-w18_.trimmed.mdup.bam	poor	46	0.209742905460851	0.225160882486416	0.0240805177067412	0.225160882486416
blm_recq5-2-single-c16-w19_.trimmed.mdup.bam	poor	24	0.253900130333469	0.232065011871212	0.0345787885820376	0.232065011871212
blm_recq5-2-single-c16-w21_.trimmed.mdup.bam	acceptable	58	0.191283511403039	0.218254165324415	0.0219472302874314	0.218254165324415
blm_recq5-2-single-c16-w22_.trimmed.mdup.bam	acceptable	56	0.200882989195466	0.231297617779687	0.0328636896030203	0.231297617779687
blm_recq5-2-single-c16-w26_.trimmed.mdup.bam	acceptable	99	0.162686990310692	0.213866972377539	0.0204766542672409	0.213866972377539
blm_recq5-2-single-c16-w28_.trimmed.mdup.bam	poor	30	0.243360410340054	0.235080783127676	0.0253187805006035	0.235080783127676
blm_recq5-2-single-c16-w29_.trimmed.mdup.bam	good	115	0.145095954371833	0.20044247071182	0.0156496037584863	0.20044247071182
blm_recq5-2-single-c16-w32_.trimmed.mdup.bam	okay	36	0.225944815902824	0.22720098315567	0.0236157750878563	0.22720098315567
blm_recq5-2-single-c16-w33_.trimmed.mdup.bam	okay	55	0.188914989146918	0.218457360511386	0.0271612602824771	0.218457360511386
blm_recq5-2-single-c16-w34_.trimmed.mdup.bam	okay	46	0.204669266227724	0.219291152661851	0.0277073704090254	0.219291152661851
blm_recq5-2-single-c16-w35_.trimmed.mdup.bam	acceptable	66	0.20187493651047	0.194785349854863	0.0280435992452933	0.194785349854863
blm_recq5-2-single-c16-w36_.trimmed.mdup.bam	acceptable	66	0.18155979990905	0.225406099283177	0.0241496835222926	0.225406099283177
blm_recq5-2-single-c16-w38_.trimmed.mdup.bam	okay	42	0.206702272165967	0.224745069563541	0.0260788443326219	0.224745069563541
blm_recq5-2-single-c16-w40_.trimmed.mdup.bam	acceptable	64	0.186702629527834	0.219193056703199	0.018728185249092	0.219193056703199
blm_recq5-2-single-c16-w42_.trimmed.mdup.bam	acceptable	61	0.192978746475819	0.220223406850378	0.0241808970912979	0.220223406850378
blm_recq5-2-single-c16-w45_.trimmed.mdup.bam	okay	30	0.235442278217811	0.226918182171004	0.0390240614679517	0.226918182171004
blm_recq5-2-single-c16-w5_.trimmed.mdup.bam	poor	21	0.272965594266745	0.238465047160495	0.0262248790891886	0.238465047160495
blm_recq5-2-single-c16-w6_.trimmed.mdup.bam	okay	29	0.244684191638256	0.234893034637813	0.0300682144566778	0.234893034637813
blm_recq5-2-single-c16-w7_.trimmed.mdup.bam	acceptable	46	0.211211814600332	0.220674483245699	0.0314672568675954	0.220674483245699
blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam	poor	19	0.296457088377003	0.247068650349872	0.0206890798364895	0.247068650349872
blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam	poor	13	0.349828422671873	0.253365334129584	0.01901784551257	0.253365334129584
blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam	really_good	248	0.112602037374351	0.199453427182725	0.0181858661402118	0.199453427182725
blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam	okay	62	0.189464773347897	0.203721279886497	0.0604830275963041	0.203721279886497
blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam	really_good	171	0.128590957971231	0.190618112445025	0.0116879484728443	0.190618112445025
blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam	really_good	193	0.210263952795764	0.226578386625837	0.0129518948805766	0.226578386625837
blm-recq5-2-single-f12-r2-c3_S353_.trimmed.mdup.bam	good	165	0.124352446224882	0.185160284950808	0.0150013954786492	0.185160284950808
blm-recq5-2-single-f12-r2-c4_S354_.trimmed.mdup.bam	really_good	182	0.121666119081517	0.189299252102209	0.0109133388668573	0.189299252102209
blm-recq5-2-single-f12-r2-c7_S357_.trimmed.mdup.bam	good	144	0.127777302679477	0.188612544955598	0.011371675155631	0.188612544955598
blm-recq5-2-single-f12-r3-c1_S358_.trimmed.mdup.bam	okay	52	0.237302086863894	0.238091532569742	0.0813330384635014	0.238091532569742
blm-recq5-2-single-f12-r3-c2_S359_.trimmed.mdup.bam	good	139	0.132464094500561	0.1905316866391	0.0117074755110025	0.1905316866391
blm-recq5-2-single-f12-r4-c2_S366_.trimmed.mdup.bam	okay	97	0.242958539037529	0.22982094224179	0.0154259265802212	0.22982094224179
blm-recq5-2-single-f12-r4-c4_S368_.trimmed.mdup.bam	really_good	289	0.107168884746471	0.181155802550298	0.00946716138163179	0.181155802550298
blm-recq5-2-single-f16-r1-c2_S541_.trimmed.mdup.bam	acceptable	70	0.169127769919849	0.20748064331993	0.0100526830985141	0.20748064331993
blm-recq5-2-single-f16-r1-c3_S542_.trimmed.mdup.bam	acceptable	56	0.182224190750378	0.214460413511188	0.0316097347347347	0.214460413511188
blm-recq5-2-single-f16-r1-c4_S543_.trimmed.mdup.bam	acceptable	68	0.162020795107034	0.204007081164925	0.0118011887328797	0.204007081164925
blm-recq5-2-single-f16-r1-c5_S544_.trimmed.mdup.bam	acceptable	58	0.236896104831161	0.22106982006288	0.0117509352551009	0.22106982006288
blm-recq5-2-single-f16-r1-c6_S545_.trimmed.mdup.bam	acceptable	70	0.201483590955575	0.213664606145446	0.0098604241763769	0.213664606145446
blm-recq5-2-single-f16-r1-c7_S546_.trimmed.mdup.bam	acceptable	73	0.16560202194904	0.207298301428246	0.0136983262530918	0.207298301428246
blm-recq5-2-single-f16-r2-c1_S547_.trimmed.mdup.bam	acceptable	59	0.269482897531678	0.23216634964393	0.0140582254060123	0.23216634964393
blm-recq5-2-single-f16-r2-c4_S550_.trimmed.mdup.bam	okay	41	0.201940324115234	0.218151081488475	0.0175443921687661	0.218151081488475
blm-recq5-2-single-f16-r2-c6_S552_.trimmed.mdup.bam	acceptable	71	0.163105849582173	0.200583338007632	0.0093579604067397	0.200583338007632
blm-recq5-2-single-f16-r2-c7_S553_.trimmed.mdup.bam	okay	44	0.195706927457966	0.210713930593027	0.013292012253014	0.210713930593027
blm-recq5-2-single-f16-r3-c1_S554_.trimmed.mdup.bam	okay	27	0.230473552900168	0.221823199175341	0.0159157426990536	0.221823199175341
blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam	okay	41	0.283833023790572	0.241604137549278	0.0163107397090684	0.241604137549278
blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam	acceptable	68	0.168788378014078	0.202167950575858	0.011733017198546	0.202167950575858
blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam	acceptable	59	0.19947873252169	0.219875032394855	0.00960077582026831	0.219875032394855
blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam	okay	36	0.20812448361333	0.215042072406363	0.0118248197718396	0.215042072406363
