filename	quality	coverage	spikiness	spikyness	background	evenness
blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam	okay	32	0.218898323095139	0.220500067398991	0.0143497240991802	0.220500067398991
blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam	okay	36	0.207523547200339	0.221985935802812	0.0366902024360588	0.221985935802812
blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam	acceptable	71	0.219722999196678	0.215352073990053	0.014639031415969	0.215352073990053
blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam	okay	43	0.202834339348843	0.218984351121804	0.009240313098834	0.218984351121804
blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam	acceptable	45	0.193184238551651	0.199814741821516	0.0179580349078994	0.199814741821516
blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam	okay	44	0.19285938805707	0.216222155433141	0.00918478031188809	0.216222155433141
blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam	acceptable	72	0.167146905209035	0.20631743609864	0.0156370682529574	0.20631743609864
blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam	acceptable	48	0.202279640572008	0.218073463384649	0.0131234381312942	0.218073463384649
blm-recq5-2-single-f16-r7-c1_S582_.trimmed.mdup.bam	acceptable	67	0.166815041752252	0.20453511125453	0.0131504809433734	0.20453511125453
blm-recq5-2-single-f16-r7-c4_S585_.trimmed.mdup.bam	acceptable	78	0.159419268757734	0.204273813480047	0.0187399062512309	0.204273813480047
blm-recq5-2-single-f16-r7-c5_S586_.trimmed.mdup.bam	acceptable	63	0.299606854536178	0.245718583957627	0.0164131459010404	0.245718583957627
blm-recq5-2-single-f8-r3-c2_S163_.trimmed.mdup.bam	good	158	0.128052495997243	0.196301666471223	0.0106113185090873	0.196301666471223
blm-recq5-2-single-f8-r6-c1_S183_.trimmed.mdup.bam	really_good	248	0.119947951743118	0.196888278979935	0.0572294261349779	0.196888278979935
blm-recq5-2-single-f8-r6-c2_S184_.trimmed.mdup.bam	good	330	0.104259556671778	0.178892946038778	0.041150248118337	0.178892946038778
blm-recq5-2-single-f8-r7-c2_S191_.trimmed.mdup.bam	really_good	246	0.111639480009969	0.185129185987928	0.0119158430979848	0.185129185987928
fucci-wt-single-f11-r1-c2_S100_.trimmed.mdup.bam	good	101	0.148507150513739	0.201849863551208	0.0215573952998806	0.201849863551208
fucci-wt-single-f11-r1-c6_S104_.trimmed.mdup.bam	good	141	0.134022955394943	0.194359089552443	0.0173017116109786	0.194359089552443
fucci-wt-single-f11-r1-c7_S105_.trimmed.mdup.bam	good	104	0.146979966095981	0.197210698048011	0.0123860683657121	0.197210698048011
fucci-wt-single-f11-r2-c3_S108_.trimmed.mdup.bam	good	155	0.141497801963202	0.195270846311206	0.0083572846095942	0.195270846311206
fucci-wt-single-f11-r2-c6_S111_.trimmed.mdup.bam	good	139	0.132123529818983	0.190814554954432	0.00912630856553539	0.190814554954432
fucci-wt-single-f11-r2-c7_S112_.trimmed.mdup.bam	acceptable	85	0.188780146102272	0.210265924694567	0.0148942270931566	0.210265924694567
fucci-wt-single-f11-r3-c5_S117_.trimmed.mdup.bam	good	119	0.144552823801888	0.197902790961758	0.00976264616166751	0.197902790961758
fucci-wt-single-f11-r3-c7_S119_.trimmed.mdup.bam	acceptable	62	0.173772284111475	0.206576623616298	0.0171012779788727	0.206576623616298
fucci-wt-single-f11-r4-c1_S120_.trimmed.mdup.bam	acceptable	67	0.174751613030915	0.208905783165615	0.0139950017850768	0.208905783165615
fucci-wt-single-f11-r4-c2_S121_.trimmed.mdup.bam	acceptable	71	0.162440622594394	0.203717569573382	0.0116490297280932	0.203717569573382
fucci-wt-single-f11-r4-c5_S124_.trimmed.mdup.bam	acceptable	83	0.15629314014505	0.203640519030776	0.0112625247654824	0.203640519030776
fucci-wt-single-f11-r5-c3_S129_.trimmed.mdup.bam	good	171	0.131769496636016	0.192446660302457	0.00871199264080125	0.192446660302457
fucci-wt-single-f11-r5-c4_S130_.trimmed.mdup.bam	good	149	0.132469821050795	0.193671631561919	0.0137125341290866	0.193671631561919
fucci-wt-single-f11-r5-c7_S133_.trimmed.mdup.bam	acceptable	86	0.158999617259656	0.200129006859866	0.0203780439348357	0.200129006859866
fucci-wt-single-f11-r6-c3_S136_.trimmed.mdup.bam	really_good	173	0.136965404416326	0.193407099590443	0.0100397107266634	0.193407099590443
fucci-wt-single-f11-r6-c5_S138_.trimmed.mdup.bam	acceptable	94	0.153875522334736	0.202040837286833	0.0126521652364797	0.202040837286833
fucci-wt-single-f11-r6-c7_S140_.trimmed.mdup.bam	good	128	0.163909270913803	0.208134109921947	0.0116654256639365	0.208134109921947
fucci-wt-single-f11-r7-c6_S146_.trimmed.mdup.bam	good	145	0.130370110717275	0.191372611734968	0.0128798661572652	0.191372611734968
fucci-wt-single-f12-r1-c1_S148_.trimmed.mdup.bam	good	142	0.134427904567945	0.192220669538768	0.0272075683601366	0.192220669538768
fucci-wt-single-f12-r1-c4_S151_.trimmed.mdup.bam	really_good	218	0.119778206555425	0.186911654870757	0.0120097470410768	0.186911654870757
fucci-wt-single-f12-r2-c1_S155_.trimmed.mdup.bam	good	113	0.148677209902238	0.210521601156672	0.0164663149701635	0.210521601156672
fucci-wt-single-f12-r2-c3_S157_.trimmed.mdup.bam	good	159	0.124984275015306	0.193514275232927	0.0127088899366127	0.193514275232927
fucci-wt-single-f12-r2-c7_S161_.trimmed.mdup.bam	good	132	0.136091521862607	0.192400730397367	0.0209992574735793	0.192400730397367
fucci-wt-single-f12-r4-c4_S172_.trimmed.mdup.bam	good	154	0.134053609318841	0.197893622752505	0.0137208893060363	0.197893622752505
fucci-wt-single-f12-r6-c2_S184_.trimmed.mdup.bam	acceptable	72	0.170208230336951	0.202802730539244	0.0197120818790446	0.202802730539244
fucci-wt-single-f12-r7-c1_S190_.trimmed.mdup.bam	acceptable	76	0.168500266558575	0.203115233971492	0.0353703104038488	0.203115233971492
fucci-wt-single-f7-r1-c4_S4_.trimmed.mdup.bam	good	184	0.128962227114922	0.19366461171618	0.0240053571016233	0.19366461171618
fucci-wt-single-f7-r2-c4_S11_.trimmed.mdup.bam	good	145	0.144243728384571	0.201243624835123	0.0221292558831654	0.201243624835123
fucci-wt-single-f7-r2-c6_S13_.trimmed.mdup.bam	good	183	0.133229103898289	0.197307412321053	0.025770961006854	0.197307412321053
fucci-wt-single-f7-r3-c4_S18_.trimmed.mdup.bam	acceptable	71	0.172585620130692	0.214523112367753	0.0222076829610244	0.214523112367753
fucci-wt-single-f7-r3-c5_S19_.trimmed.mdup.bam	good	163	0.134199240089363	0.197239835132655	0.0183892121849769	0.197239835132655
fucci-wt-single-f7-r3-c6_S20_.trimmed.mdup.bam	good	155	0.133600671773516	0.193402691934311	0.0209410718403109	0.193402691934311
fucci-wt-single-f7-r4-c5_S26_.trimmed.mdup.bam	good	131	0.142351206366156	0.199147349136794	0.0242267012572341	0.199147349136794
fucci-wt-single-f7-r5-c5_S33_.trimmed.mdup.bam	acceptable	79	0.171963177906744	0.181323353073138	0.0179732658959538	0.181323353073138
fucci-wt-single-f7-r6-c1_S36_.trimmed.mdup.bam	good	111	0.152836969326434	0.206070025793475	0.0240901739492772	0.206070025793475
fucci-wt-single-f7-r6-c3_S38_.trimmed.mdup.bam	good	159	0.135622408977619	0.193675358373857	0.0208682313526943	0.193675358373857
fucci-wt-single-f7-r6-c7_S42_.trimmed.mdup.bam	good	152	0.134701894998992	0.194683127421418	0.0185112947267634	0.194683127421418
fucci-wt-single-f7-r7-c4_S46_.trimmed.mdup.bam	good	157	0.136859361993701	0.200209129267356	0.0169311990681932	0.200209129267356
fucci-wt-single-f8-r1-c6_S55_.trimmed.mdup.bam	good	121	0.157905483214954	0.213173849074329	0.0298913543872572	0.213173849074329
fucci-wt-single-f8-r2-c4_S60_.trimmed.mdup.bam	good	103	0.150955100781373	0.201275109698398	0.0301745966202582	0.201275109698398
fucci-wt-single-f8-r2-c5_S61_.trimmed.mdup.bam	acceptable	95	0.158148812533331	0.210657857535748	0.029795349218718	0.210657857535748
fucci-wt-single-f8-r2-c6_S62_.trimmed.mdup.bam	acceptable	103	0.147157694366021	0.19611927127476	0.0361017427854663	0.19611927127476
fucci-wt-single-f8-r3-c6_S69_.trimmed.mdup.bam	good	117	0.145009165044577	0.199990335020609	0.0264031604977193	0.199990335020609
fucci-wt-single-f8-r4-c4_S74_.trimmed.mdup.bam	good	148	0.136358835492534	0.193830164853566	0.02935	0.193830164853566
fucci-wt-single-f8-r4-c5_S75_.trimmed.mdup.bam	good	109	0.147777301119336	0.199739095401352	0.0234071966392419	0.199739095401352
fucci-wt-single-f8-r5-c3_S80_.trimmed.mdup.bam	good	143	0.143467375743359	0.203103569928713	0.0229193108429342	0.203103569928713
fucci-wt-single-f8-r5-c4_S81_.trimmed.mdup.bam	really_good	160	0.132907768637714	0.194487635787043	0.028605033400184	0.194487635787043
fucci-wt-single-f8-r7-c4_S95_.trimmed.mdup.bam	acceptable	70	0.170903444620097	0.208509091548333	0.0288480494162487	0.208509091548333
recq5-2-single-c10-w45-3d6_S390_.trimmed.mdup.bam	acceptable	69	0.180244618723441	0.213004644500083	0.0218755979117505	0.213004644500083
recq5-2-single-c11-w37_.trimmed.mdup.bam	acceptable	62	0.193150806912049	0.223961831901623	0.045821319447433	0.223961831901623
recq5-2-single-c11-w9_.trimmed.mdup.bam	okay	36	0.221247109023433	0.23436802273116	0.0297565857668799	0.23436802273116
recq5-2-single-c12-w9_.trimmed.mdup.bam	okay	51	0.214449643069979	0.234444726125359	0.032371775136999	0.234444726125359
recq5-2-single-c6-w12-3d6_S161_.trimmed.mdup.bam	okay	45	0.209489317115393	0.229749210037101	0.0268314742236961	0.229749210037101
recq5-2-single-c6-w6-3d6_S155_.trimmed.mdup.bam	poor	23	0.279275873655914	0.244487542476771	0.0286642892610482	0.244487542476771
recq5-2-single-f10-r2-c3_S255_.trimmed.mdup.bam	good	141	0.190759414961205	0.213373723779553	0.0159394566593628	0.213373723779553
recq5-2-single-f10-r5-c3_S276_.trimmed.mdup.bam	really_good	274	0.109417900416037	0.18232452219006	0.00998900344409898	0.18232452219006
recq5-2-single-f10-r5-c4_S277_.trimmed.mdup.bam	really_good	273	0.108917643521591	0.18344461893355	0.0118011641840614	0.18344461893355
recq5-2-single-f10-r7-c2_S289_.trimmed.mdup.bam	poor	43	0.222982040804017	0.23851426437095	0.0143400484067624	0.23851426437095
recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam	good	175	0.12591720605215	0.197543699789364	0.00954786654067021	0.197543699789364
recq5-2-single-f11-r1-c7_S301_.trimmed.mdup.bam	acceptable	96	0.148482640063324	0.201646424060782	0.0133044649612184	0.201646424060782
recq5-2-single-f11-r2-c1_S302_.trimmed.mdup.bam	okay	43	0.198517854837852	0.215008706721322	0.0155462735769541	0.215008706721322
recq5-2-single-f11-r2-c3_S304_.trimmed.mdup.bam	poor	38	0.207126224231217	0.218913849240098	0.0194093557132145	0.218913849240098
recq5-2-single-f11-r2-c4_S305_.trimmed.mdup.bam	acceptable	90	0.1503815838859	0.197989425529213	0.0219419469106416	0.197989425529213
recq5-2-single-f11-r2-c5_S306_.trimmed.mdup.bam	acceptable	86	0.153249056589287	0.200044214261838	0.0167057535152335	0.200044214261838
recq5-2-single-f11-r3-c2_S310_.trimmed.mdup.bam	acceptable	70	0.168279740662544	0.208455262367676	0.011623204664936	0.208455262367676
recq5-2-single-f11-r3-c6_S314_.trimmed.mdup.bam	acceptable	91	0.148721149648402	0.198889170373899	0.0106105733432614	0.198889170373899
recq5-2-single-f11-r4-c3_S318_.trimmed.mdup.bam	acceptable	71	0.168242577740256	0.208843704823519	0.0144816085999223	0.208843704823519
recq5-2-single-f11-r4-c5_S320_.trimmed.mdup.bam	acceptable	96	0.147393329016436	0.201228484260896	0.0102747651151668	0.201228484260896
recq5-2-single-f11-r4-c7_S322_.trimmed.mdup.bam	acceptable	73	0.204513849738791	0.213647578464127	0.016166947573849	0.213647578464127
recq5-2-single-f11-r5-c2_S324_.trimmed.mdup.bam	okay	51	0.243431231417078	0.223973858846084	0.01529719065218	0.223973858846084
recq5-2-single-f11-r5-c3_S325_.trimmed.mdup.bam	good	133	0.133348596846994	0.19151995785606	0.0126074677401738	0.19151995785606
recq5-2-single-f11-r5-c5_S327_.trimmed.mdup.bam	acceptable	89	0.156172124659181	0.20176124868345	0.0107090344714916	0.20176124868345
recq5-2-single-f11-r5-c6_S328_.trimmed.mdup.bam	okay	51	0.189109435131854	0.213787417374837	0.0106291436058905	0.213787417374837
recq5-2-single-f11-r5-c7_S329_.trimmed.mdup.bam	acceptable	70	0.168584810186166	0.21326809343635	0.010827255592887	0.21326809343635
recq5-2-single-f11-r6-c3_S332_.trimmed.mdup.bam	good	131	0.131117792524329	0.190991604613442	0.0133773667987671	0.190991604613442
recq5-2-single-f11-r6-c7_S336_.trimmed.mdup.bam	acceptable	96	0.147830808529239	0.202613758800756	0.0141488338054129	0.202613758800756
recq5-2-single-f9-r3-c2_S212_.trimmed.mdup.bam	really_good	234	0.114921944507222	0.184659162895987	0.0123043718216581	0.184659162895987
recq5-2-single-f9-r4-c2_S219_.trimmed.mdup.bam	really_good	180	0.124212247779705	0.160133993603192	0.0117093699715311	0.160133993603192
recq5-2-single-f9-r7-c2_S240_.trimmed.mdup.bam	really_good	284	0.106610317402132	0.182583284061708	0.00807292342003579	0.182583284061708
wt-fucci-single-c15-w45-3d6_S611_.trimmed.mdup.bam	poor	29	0.233980936744653	0.225791098404129	0.014177175530665	0.225791098404129
zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam	really_good	738	0.0866259972698869	0.178276051363574	0.0349601197934175	0.178276051363574
zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam	really_good	771	0.0837753959505086	0.177457856742461	0.0241999477744566	0.177457856742461
zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam	good	223	0.131764968223882	0.20647329250742	0.0444548237236962	0.20647329250742
zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam	really_good	382	0.099317310309424	0.187880143618959	0.02592607314951	0.187880143618959
zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam	really_good	338	0.111784688962698	0.252965184479545	0.0210570857054932	0.252965184479545
zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam	really_good	342	0.108519671722671	0.217713556680665	0.0176150998274335	0.217713556680665
zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam	really_good	219	0.111906052229301	0.185120422625434	0.0346181116151132	0.185120422625434
zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam	good	186	0.117471400182609	0.193469151119304	0.024894287372523	0.193469151119304
zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_.trimmed.mdup.bam	good	177	0.121536621349845	0.195613266788569	0.0956093131850314	0.195613266788569
zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_.trimmed.mdup.bam	acceptable	73	0.166535913330945	0.204819739417637	0.10485460818137	0.204819739417637
zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_.trimmed.mdup.bam	acceptable	192	0.121079453283792	0.190716599089688	0.137100964036252	0.190716599089688
zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_.trimmed.mdup.bam	good	131	0.138708494086396	0.209712477234832	0.0595287910488493	0.209712477234832
zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam	okay	56	0.178198193933225	0.205540034718446	0.0512682620776194	0.205540034718446
zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam	acceptable	118	0.135791888281112	0.189761083562026	0.100002732688419	0.189761083562026
zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam	acceptable	186	0.121635961812049	0.199325419570028	0.0716004089733566	0.199325419570028
zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam	acceptable	110	0.140523181304184	0.191605987193387	0.105605692467893	0.191605987193387
zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam	acceptable	80	0.153869839842152	0.206466421716034	0.0846683105999207	0.206466421716034
zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam	acceptable	70	0.160815558164852	0.197742178350869	0.0953787501502636	0.197742178350869
zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam	acceptable	135	0.133047754109466	0.222765273566652	0.0718444327300416	0.222765273566652
zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam	good	207	0.116493466238152	0.201997209982911	0.0518206563607416	0.201997209982911
zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam	acceptable	114	0.143340847861584	0.19722251619714	0.0958699865811838	0.19722251619714
zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam	good	151	0.125081573980987	0.188213990747863	0.0987482614742698	0.188213990747863
zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam	good	284	0.109173504761838	0.185383530087965	0.0723717220799113	0.185383530087965
zeid_WT_UV300s_hoechst3_cluster13_well18_S410_.trimmed.mdup.bam	good	160	0.13104098421526	0.196658131020364	0.0888254048946528	0.196658131020364
zeid_WT_UV300s_hoechst3_cluster13_well24_S416_.trimmed.mdup.bam	poor	38	0.212807266631314	0.217771660432069	0.0675105485232067	0.217771660432069
zeid_WT_UV300s_hoechst3_cluster13_well27_S419_.trimmed.mdup.bam	good	106	0.148604583804389	0.19395864193311	0.0938668358325797	0.19395864193311
zeid_WT_UV300s_hoechst3_cluster13_well34_S426_.trimmed.mdup.bam	okay	44	0.190686174743523	0.210667416464443	0.0609631788837426	0.210667416464443
zeid_WT_UV300s_hoechst3_cluster13_well37_S429_.trimmed.mdup.bam	good	126	0.136271636693302	0.192662764500125	0.0692816619796154	0.192662764500125
